Format Version,1.23,Take Name,circum_21_10_2023,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-10-21 11.48.30.571 AM,Total Frames in Take,955,Total Exported Frames,955,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
676,5.633333,128.550674,-33.796303,-17.085852,155.226654,174.372406,44.188381,0.144096,245.681976,273.524261,115.499077,0.963312,290.894409,196.873001,120.994400,0.969038,268.400909,247.832703,111.150467,0.956602,252.119781,238.539017,139.125626,0.915733,283.997314,253.155350,78.824341,0.980691,155.125107,174.324768,44.067760,0.000000,245.698227,273.378571,115.491928,290.950714,196.827194,120.894043,268.552673,247.753113,111.178230,251.902908,238.757919,139.262222,283.989899,253.207321,78.767693,,,,,,
677,5.641667,128.964340,-33.507778,-16.733694,154.984268,174.551254,45.168148,0.129170,244.854935,273.494476,117.500565,0.963312,290.083527,196.854919,123.026558,0.969038,267.623291,247.835846,113.216476,0.956602,251.149658,238.423920,141.039017,0.915733,283.446228,253.292923,81.023094,0.980691,154.883621,174.503998,45.046623,0.000000,244.860764,273.362549,117.488762,290.152466,196.787537,122.925072,267.779572,247.770416,113.251045,250.940918,238.646851,141.151215,283.423920,253.334641,80.989624,,,,,,
678,5.650000,129.535416,-33.039089,-16.225504,154.989120,174.698776,45.645454,0.150375,243.899597,273.416107,119.457993,0.967962,289.193146,196.822479,125.087334,0.962566,266.756165,247.816498,115.292244,0.945883,249.995636,238.235947,142.884903,0.904410,282.920380,253.463562,83.301811,0.972915,154.889893,174.651978,45.522602,0.000000,243.968277,273.318726,119.505142,289.313416,196.787827,125.005127,266.950958,247.741638,115.349785,249.673508,238.431244,142.950470,282.858612,253.475159,83.213539,,,,,,
679,5.658333,129.959152,-32.697296,-15.875976,154.765274,174.851166,46.552540,0.148197,242.969955,273.380798,121.454643,0.967962,288.320068,196.823471,127.122566,0.962566,265.892059,247.828049,117.361877,0.945883,248.930878,238.113022,144.784393,0.904410,282.296234,253.626801,85.521088,0.972915,154.667068,174.804749,46.428730,0.000000,243.038101,273.262177,121.488701,288.426056,196.800629,127.028244,266.077026,247.787292,117.405853,248.613663,238.293564,144.886658,282.254059,253.628494,85.435066,,,,,,
680,5.666667,130.396194,-32.336296,-15.527639,154.559418,175.008453,47.426403,0.159379,242.013428,273.341400,123.458656,0.963870,287.433502,196.827682,129.155197,0.963732,265.006378,247.840912,119.437859,0.948186,247.841751,237.981018,146.681519,0.901699,281.655182,253.803040,87.754639,0.970477,154.462280,174.962433,47.301613,0.000000,242.097061,273.231873,123.502190,287.552979,196.794632,129.079849,265.197632,247.775497,119.483582,247.505173,238.165222,146.767517,281.597198,253.826675,87.654518,,,,,,
681,5.675000,130.807770,-32.005131,-15.234346,154.282852,175.173050,48.391083,0.149419,241.042923,273.301300,125.475433,0.963870,286.542877,196.833572,131.151550,0.963732,264.104004,247.854782,121.503464,0.948186,246.763474,237.846741,148.581177,0.901699,280.966278,253.984100,89.965332,0.970477,154.186661,175.127426,48.265404,0.000000,241.110321,273.195374,125.492287,286.654144,196.803009,131.058319,264.300323,247.798309,121.550903,246.445160,238.026108,148.683487,280.909668,253.997681,89.891983,,,,,,
682,5.683333,131.229233,-31.714167,-14.928647,153.970444,175.412384,49.333267,0.157443,240.122559,273.262543,127.446205,0.963103,285.649872,196.808136,133.082565,0.962309,263.232147,247.853745,123.514679,0.947000,245.717941,237.708206,150.429016,0.902050,280.301514,254.140442,92.119293,0.974802,153.875153,175.367264,49.206738,0.000000,240.200256,273.140778,127.476616,285.762207,196.797256,132.982620,263.417084,247.780014,123.587486,245.390411,237.905670,150.514130,280.254028,254.149323,92.030823,,,,,,
683,5.691667,131.695618,-31.407324,-14.599998,153.670486,175.693893,50.215370,0.155438,239.179565,273.206543,129.448929,0.963103,284.725861,196.758713,135.020737,0.962309,262.337097,247.835815,125.553711,0.947000,244.637451,237.538788,152.288574,0.902050,279.627258,254.296783,94.314903,0.974802,153.576141,175.649353,50.087929,0.000000,239.249878,273.080994,129.483170,284.830383,196.749374,134.925934,262.530182,247.781677,125.621796,244.311035,237.722443,152.377823,279.585724,254.302048,94.218323,,,,,,
684,5.700000,132.160599,-31.051458,-14.239712,153.419876,175.925613,51.056847,0.151324,238.178314,273.138245,131.457031,0.960204,283.757813,196.710205,137.029083,0.965770,261.393372,247.810104,127.627731,0.948364,243.487305,237.365448,154.167145,0.904491,278.930725,254.440216,96.562622,0.972759,153.326614,175.881592,50.928425,0.000000,238.253540,273.007904,131.508881,283.868195,196.688690,136.950989,261.586609,247.767212,127.686707,243.160004,237.552277,154.229843,278.878906,254.448029,96.467094,,,,,,
685,5.708333,132.594666,-30.703169,-13.895293,153.161392,176.146240,51.905079,0.153679,237.181274,273.080811,133.408600,0.960204,282.794067,196.673904,138.998062,0.965770,260.451965,247.793259,129.649460,0.948364,242.347412,237.211578,155.999237,0.904491,278.227570,254.580383,98.754105,0.972759,153.069199,176.102692,51.775726,0.000000,237.264603,272.951752,133.443924,282.899261,196.658585,138.921524,260.655212,247.742935,129.728912,242.021255,237.389664,156.056442,278.161804,254.596985,98.658615,,,,,,
686,5.716667,133.035309,-30.370897,-13.572036,152.872574,176.394104,52.767529,0.147067,236.184509,273.012451,135.365906,0.960204,281.828094,196.622055,140.929276,0.967922,259.507263,247.765076,131.659729,0.948330,241.215759,237.039429,157.821518,0.907273,277.507599,254.717880,100.931808,0.974418,152.781403,176.351120,52.637280,0.000000,236.264420,272.885162,135.418350,281.933624,196.612396,140.856934,259.707489,247.737137,131.702744,240.889404,237.205078,157.881699,277.448181,254.716965,100.848511,,,,,,
687,5.725000,133.472244,-30.042061,-13.220381,152.575638,176.657684,53.597897,0.146053,235.186798,272.944000,137.280701,0.960204,280.828613,196.553223,142.853256,0.967922,258.551910,247.726013,133.641983,0.948330,240.063110,236.872070,159.611481,0.907273,276.787323,254.827744,103.087227,0.974418,152.485504,176.615219,53.466747,0.000000,235.255600,272.825470,137.324615,280.940369,196.549103,142.764343,258.760254,247.677368,133.709122,239.737518,237.054474,159.661438,276.724121,254.816711,103.015114,,,,,,
688,5.733333,133.860535,-29.726801,-12.904655,152.219101,176.878571,54.534920,0.142117,234.154053,272.881622,139.202255,0.963016,279.807434,196.499451,144.798065,0.966677,257.562531,247.694107,135.631622,0.946156,238.893356,236.723160,161.422318,0.908682,276.014099,254.931183,105.238838,0.974153,152.129944,176.836594,54.402946,0.000000,234.229141,272.764069,139.251465,279.918884,196.484512,144.726471,257.769867,247.673569,135.686188,238.568771,236.884750,161.466507,275.944855,254.922684,105.162521,,,,,,
689,5.741667,134.237671,-29.417717,-12.589931,151.875122,177.111816,55.435165,0.149656,233.145081,272.830566,141.059845,0.963016,278.800537,196.452057,146.687988,0.966677,256.592926,247.669754,137.560104,0.946156,237.745239,236.588898,163.173325,0.908682,275.258209,255.034470,107.328888,0.974153,151.786942,177.070297,55.302395,0.000000,233.227448,272.710602,141.116104,278.900116,196.473328,146.615173,256.805634,247.627457,137.637192,237.406876,236.738449,163.218842,275.201996,255.026047,107.222984,,,,,,
690,5.750000,134.694183,-29.058855,-12.216559,151.573807,177.455795,56.206242,0.142354,232.069290,272.801514,142.971146,0.966106,277.714355,196.418228,148.619354,0.966764,255.558609,247.668686,139.549255,0.946147,236.500946,236.456543,164.949097,0.908028,274.474792,255.186737,109.512360,0.969969,151.486771,177.414886,56.072533,0.000000,232.142624,272.703613,143.029602,277.833252,196.391098,148.566452,255.764816,247.639145,139.604141,236.166443,236.604172,164.989914,274.410645,255.193680,109.411057,,,,,,
691,5.758333,135.129333,-28.638477,-11.859381,151.329605,177.701630,56.997971,0.154933,230.907227,272.754028,144.923645,0.961508,276.603302,196.405899,150.634735,0.966946,254.460754,247.668198,141.599380,0.945038,235.189407,236.314377,166.774094,0.902788,273.637543,255.349106,111.769661,0.970252,151.243835,177.661194,56.863297,0.000000,230.987045,272.631165,144.970978,276.713623,196.403137,150.561920,254.668839,247.638931,141.663940,234.838257,236.465973,166.844238,273.590485,255.352371,111.660408,,,,,,
692,5.766667,135.546692,-28.254704,-11.506810,151.069550,177.997742,57.813347,0.138131,229.807602,272.733093,146.830261,0.961508,275.520142,196.399277,152.600616,0.966946,253.410751,247.681808,143.598907,0.945038,233.934494,236.202194,168.557907,0.902788,272.835541,255.508728,113.968269,0.970252,150.984970,177.957840,57.677769,0.000000,229.890594,272.616302,146.883408,275.615997,196.416672,152.539566,253.610672,247.642685,143.668015,233.620483,236.345490,168.583466,272.770782,255.504135,113.881554,,,,,,
693,5.775000,135.971664,-27.909781,-11.210456,150.748581,178.344666,58.662228,0.114759,228.727325,272.706787,148.737640,0.962086,274.467773,196.386887,154.470505,0.975538,252.377808,247.693481,145.558701,0.949541,232.725952,236.071808,170.313492,0.922628,272.016693,255.685715,116.113914,0.970218,150.665054,178.305359,58.525822,0.000000,228.798462,272.596985,148.814331,274.559998,196.383530,154.438019,252.560257,247.681900,145.644165,232.448654,236.205383,170.280991,271.948212,255.676895,116.016800,,,,,,
694,5.783333,136.383041,-27.534140,-10.937284,150.463043,178.583588,59.506065,0.124032,227.607620,272.612030,150.642441,0.962086,273.418365,196.332184,156.347000,0.975538,251.319565,247.649765,147.520721,0.949541,231.496536,235.876297,172.066437,0.922628,271.170959,255.817169,118.267136,0.970218,150.380630,178.544830,59.368832,0.000000,227.643890,272.418854,150.761307,273.452637,196.356003,156.324066,251.515533,247.657272,147.601807,231.269501,236.048294,171.994736,271.131348,255.806976,118.161674,,,,,,
695,5.791667,136.802124,-27.127312,-10.556129,150.221878,178.912430,60.194267,0.165661,226.466141,272.595215,152.437561,0.941805,272.268494,196.317703,158.239502,0.975188,250.220947,247.659912,149.428375,0.940544,230.179642,235.770676,173.739914,0.901023,270.336243,255.963150,120.394096,0.962451,150.140762,178.874207,60.056118,0.000000,226.544067,272.424561,152.575348,272.360931,196.339645,158.210724,250.455170,247.672729,149.467377,229.813400,235.920990,173.736176,270.297760,255.948639,120.249619,,,,,,
696,5.800000,137.146423,-26.781668,-10.228242,149.911758,179.218307,61.001225,0.135543,225.388290,272.613892,154.162521,0.941805,271.174011,196.334106,160.065323,0.975188,249.176086,247.697861,151.255768,0.940544,228.948364,235.718155,175.367676,0.901023,269.516541,256.107788,122.409668,0.962451,149.831741,179.180527,60.862305,0.000000,225.489380,272.527313,154.243149,271.288757,196.368118,160.022919,249.394867,247.710693,151.339249,228.579529,235.795227,175.376633,269.450623,256.070496,122.279053,,,,,,
697,5.808333,137.429611,-26.437273,-9.980550,149.549805,179.379700,61.897881,0.164859,224.252380,272.586884,155.868210,0.945929,270.090607,196.345901,161.864197,0.972399,248.091110,247.708954,153.054230,0.931554,227.709183,235.631882,176.987061,0.896868,268.623474,256.230591,124.377403,0.960103,149.470825,179.342239,61.758289,0.000000,224.326202,272.421539,155.986465,270.188660,196.372345,161.820923,248.351593,247.715164,153.138275,227.325912,235.784286,176.978912,268.574554,256.210907,124.226753,,,,,,
698,5.816667,137.711761,-26.057562,-9.673741,149.272888,179.581329,62.654449,0.164545,223.121597,272.616028,157.466827,0.945929,268.980927,196.401947,163.640778,0.972399,247.005737,247.767212,154.783310,0.931554,226.441208,235.610275,178.518677,0.896868,267.762573,256.381042,126.296265,0.960103,149.195068,179.544159,62.514126,0.000000,223.218018,272.444000,157.585876,269.074860,196.438980,163.605392,247.247162,247.792740,154.853958,226.063583,235.743378,178.506790,267.708435,256.357513,126.154022,,,,,,
699,5.825000,137.935760,-25.731588,-9.406785,148.888885,179.754501,63.541100,0.170380,222.002243,272.663239,159.044342,0.940926,267.871918,196.470169,165.397919,0.972783,245.922516,247.836395,156.482330,0.937394,225.200424,235.620407,180.049728,0.898732,266.872955,256.518402,128.158127,0.961230,148.812088,179.717545,63.400166,0.000000,222.095901,272.488739,159.173233,267.964691,196.514725,165.362411,246.163284,247.880341,156.535385,224.813705,235.740921,180.049072,266.832428,256.483917,128.012451,,,,,,
700,5.833333,138.168533,-25.442362,-9.151660,148.451447,179.981949,64.421371,0.170376,220.911743,272.713806,160.591904,0.940926,266.769592,196.524780,167.077744,0.972783,244.857819,247.901611,158.130890,0.937394,223.989212,235.627319,181.538162,0.898732,265.986755,256.652191,129.960785,0.961230,148.375565,179.945267,64.279861,0.000000,221.008972,272.544220,160.717926,266.872559,196.547165,167.051559,245.101288,247.926178,158.191788,223.598114,235.762558,181.527008,265.934235,256.639618,129.811356,,,,,,
701,5.841667,138.434814,-25.110327,-8.889303,148.070755,180.213577,65.222298,0.163746,219.776642,272.740540,162.152679,0.943540,265.646301,196.568878,168.758179,0.974191,243.758713,247.953110,159.794601,0.931672,222.734406,235.600037,183.020416,0.898482,265.079803,256.795502,131.798477,0.956879,147.995911,180.177216,65.080162,0.000000,219.870300,272.581757,162.283142,265.739929,196.607132,168.737411,244.017334,248.002701,159.867767,222.341599,235.700760,182.999146,265.026733,256.765839,131.637054,,,,,,
702,5.850000,138.714676,-24.737480,-8.630172,147.703613,180.454132,65.997330,0.171153,218.556702,272.778870,163.744217,0.943540,264.469421,196.643799,170.471375,0.974191,242.586731,248.027847,161.494659,0.931672,221.402069,235.579926,184.523270,0.898482,264.108704,256.979675,133.687683,0.956879,147.629898,180.418106,65.854523,0.000000,218.651794,272.601898,163.868805,264.562622,196.674820,170.446457,242.840210,248.070618,161.563629,221.014145,235.702591,184.505096,264.054993,256.960236,133.537354,,,,,,
703,5.858333,139.074127,-24.247231,-8.284963,147.580032,180.737946,66.395935,0.163348,217.307510,272.796631,165.197495,0.937072,263.265442,196.704468,172.099014,0.969619,241.396347,248.089767,163.096375,0.922265,220.000214,235.523560,185.863785,0.889719,263.183105,257.178467,135.541168,0.943219,147.507797,180.702347,66.252258,0.000000,217.449966,272.663452,165.356628,263.366547,196.770340,172.113480,241.671814,248.186996,163.202972,219.566330,235.546448,185.787521,263.098083,257.125488,135.337341,,,,,,
704,5.866667,139.291992,-23.915840,-8.064466,147.137466,180.939972,67.179741,0.163082,216.100174,272.855164,166.649460,0.937072,262.096954,196.798981,173.687988,0.969619,240.230377,248.179886,164.654129,0.922265,218.696991,235.538986,187.250137,0.889719,262.190216,257.354462,137.265259,0.943219,147.066238,180.904617,67.035507,0.000000,216.245026,272.734924,166.808243,262.198639,196.875992,173.702866,240.511261,248.262741,164.754654,218.259384,235.554169,187.174088,262.100433,257.299744,137.067093,,,,,,
705,5.875000,139.515091,-23.513950,-7.867148,146.802902,181.090729,67.860123,0.168618,214.829651,272.904083,168.065628,0.932377,260.938873,196.930054,175.253235,0.965514,239.027649,248.286148,166.186768,0.926054,217.355789,235.541931,188.591568,0.886147,261.168823,257.577057,138.983734,0.941353,146.732819,181.055573,67.715279,0.000000,214.999664,272.784271,168.238510,261.040375,197.018311,175.283813,239.294510,248.372757,166.280289,216.908646,235.537170,188.505264,261.077698,257.526855,138.773468,,,,,,
706,5.883333,139.718918,-23.160089,-7.640809,146.361801,181.298141,68.556564,0.174176,213.565674,272.994904,169.421875,0.933127,259.717682,197.063492,176.783585,0.964998,237.806946,248.410568,167.664856,0.923019,215.993515,235.594955,189.890793,0.882363,260.127899,257.783020,140.637283,0.940245,146.292786,181.263199,68.411156,0.000000,213.742462,272.871979,169.580612,259.829529,197.145187,176.804001,238.076996,248.504288,167.779373,215.529907,235.593658,189.810379,260.032898,257.731781,140.424011,,,,,,
707,5.891667,139.917603,-22.830698,-7.449402,145.871033,181.505173,69.253891,0.182547,212.305145,273.073975,170.743469,0.933127,258.513000,197.189316,178.235474,0.964998,236.590714,248.526337,169.088013,0.923019,214.653549,235.633072,191.146637,0.882363,259.070679,257.987549,142.223633,0.940245,145.802994,181.470459,69.107971,0.000000,212.512970,272.953674,170.883072,258.632904,197.271179,178.253937,236.846054,248.620544,169.204758,214.183807,235.622543,191.072586,258.957275,257.942291,142.022781,,,,,,
708,5.900000,140.128235,-22.437418,-7.264132,145.491608,181.674911,69.876587,0.200243,211.000504,273.136139,172.062195,0.925221,257.315063,197.331284,179.701813,0.959696,235.349594,248.643997,170.521652,0.926466,213.282288,235.650635,192.390900,0.879715,258.001495,258.218231,143.842377,0.941056,145.424698,181.640396,69.730103,0.000000,211.247070,273.012939,172.178360,257.431549,197.442429,179.710281,235.597672,248.731064,170.653534,212.807037,235.623901,192.320740,257.865570,258.169891,143.655884,,,,,,
709,5.908333,140.363251,-21.910652,-7.100591,145.276611,181.724640,70.377892,0.184257,209.535049,273.125153,173.408325,0.925221,256.073303,197.475510,181.225525,0.959696,233.991058,248.731308,172.007584,0.926466,211.783493,235.587006,193.643448,0.879715,256.838470,258.473419,145.556778,0.941056,145.211121,181.690323,70.230721,0.000000,209.688873,272.973602,173.584885,256.154541,197.575760,181.251572,234.295837,248.836700,172.116241,211.325974,235.584457,193.552597,256.756165,258.421906,145.336517,,,,,,
710,5.916667,140.488052,-21.531319,-6.927860,144.844742,181.753723,71.145302,0.182785,208.203476,273.175873,174.712357,0.931862,254.842728,197.613724,182.770081,0.965575,232.718826,248.833893,173.454376,0.919119,210.389969,235.620804,194.922836,0.884583,255.727707,258.651184,147.171860,0.942334,144.780319,181.719421,70.997650,0.000000,208.344711,273.030334,174.894485,254.935837,197.714020,182.785461,233.004303,248.949173,173.553772,209.936996,235.624619,194.833786,255.660797,258.577179,146.963898,,,,,,
711,5.925000,140.675308,-21.112764,-6.727770,144.546967,181.858154,71.743401,0.181040,206.910492,273.206268,175.977676,0.931862,253.647324,197.727066,184.244415,0.965575,231.486679,248.918839,174.860321,0.919119,209.021255,235.615433,196.129623,0.884583,254.676407,258.837555,148.775604,0.942334,144.483780,181.824020,71.595184,0.000000,207.052994,273.063843,176.154404,253.746780,197.818634,184.258881,231.764557,249.030930,174.961044,208.575272,235.627243,196.034912,254.602615,258.764526,148.578430,,,,,,
712,5.933333,140.837036,-20.647015,-6.455523,144.371811,181.896729,72.220062,0.163461,205.627686,273.232117,177.120209,0.943857,252.416260,197.823059,185.727493,0.964428,230.254486,248.987732,176.199432,0.919720,207.619156,235.622025,197.248398,0.884788,253.663712,258.975494,150.338089,0.941863,144.310028,181.862656,72.071236,0.000000,205.822693,273.159546,177.204681,252.536148,197.899734,185.728333,230.505096,249.093246,176.370300,207.165710,235.565262,197.188950,253.551636,258.922729,150.141281,,,,,,
713,5.941667,141.029053,-20.253878,-6.229637,144.049774,182.013306,72.768486,0.169938,204.367188,273.229553,178.314087,0.943857,251.198853,197.871475,187.130966,0.964428,229.035782,249.022736,177.534210,0.919720,206.259613,235.582642,198.382889,0.884788,252.627670,259.095612,151.872574,0.941863,143.989182,181.979431,72.619125,0.000000,204.563721,273.164978,178.419510,251.326920,197.959976,187.136505,229.290848,249.123474,177.686646,205.794800,235.524811,198.311050,252.512665,259.028809,151.681137,,,,,,
714,5.950000,141.242493,-19.840866,-6.053984,143.740601,182.129623,73.305481,0.159172,203.064453,273.199097,179.538727,0.942487,250.001907,197.924164,188.502014,0.964257,227.793549,249.050537,178.877411,0.917585,204.894196,235.502853,199.520554,0.882804,251.551926,259.245758,153.418549,0.938445,143.681183,182.096008,73.155579,0.000000,203.249084,273.127441,179.655792,250.117188,198.006638,188.520737,228.054047,249.157425,179.048859,204.438538,235.441498,199.429108,251.447205,259.189484,153.202927,,,,,,
715,5.958333,141.393661,-19.484303,-5.869891,143.323456,182.189209,73.943550,0.168750,201.789459,273.182800,180.716034,0.942487,248.780731,197.965500,189.879150,0.964257,226.559433,249.072998,180.184219,0.917585,203.542114,235.458221,200.651260,0.882804,250.473434,259.344116,154.902161,0.938445,143.265106,182.155746,73.793205,0.000000,201.979630,273.103729,180.831650,248.905029,198.031326,189.898483,226.820831,249.203491,180.332275,203.081604,235.400696,200.566040,250.358047,259.284363,154.704407,,,,,,
716,5.966667,141.600815,-19.075195,-5.653907,143.047516,182.309555,74.416756,0.171912,200.526794,273.145477,181.857147,0.939680,247.570663,197.984329,191.208847,0.960793,225.340378,249.077942,181.461639,0.918276,202.186874,235.376572,201.716156,0.876576,249.433685,259.448578,156.391357,0.938583,142.990402,182.276352,74.265884,0.000000,200.728424,273.081085,181.973022,247.703232,198.066544,191.225250,225.599182,249.194046,181.624176,201.705765,235.306381,201.630524,249.321701,259.384705,156.182281,,,,,,
717,5.975000,141.791885,-18.650019,-5.475812,142.787872,182.389099,74.903099,0.180801,199.235138,273.104462,182.990616,0.939680,246.378922,198.029190,192.527390,0.960793,224.106323,249.094620,182.729019,0.918276,200.830246,235.293091,202.774002,0.876576,248.366653,259.578827,157.867905,0.938583,142.731995,182.356125,74.751717,0.000000,199.440842,273.034332,183.104996,246.496140,198.129196,192.543152,224.369568,249.221176,182.878754,200.358368,235.207001,202.692764,248.252441,259.508545,157.669464,,,,,,
718,5.983333,141.993576,-18.221197,-5.278655,142.506241,182.518600,75.376762,0.182740,197.910751,273.084930,184.126709,0.942035,245.132263,198.083008,193.853943,0.959330,222.832626,249.126648,184.003616,0.914417,199.427368,235.228775,203.830414,0.879339,247.266983,259.720978,159.360565,0.940479,142.451630,182.485886,75.224861,0.000000,198.107834,273.010895,184.223846,245.253433,198.191422,193.848190,223.095291,249.248169,184.186447,198.957062,235.156693,203.749466,247.156265,259.637085,159.167206,,,,,,
719,5.991667,142.169937,-17.809214,-5.056211,142.194595,182.627106,75.878090,0.176188,196.596741,273.071411,185.233948,0.942035,243.852997,198.122147,195.195557,0.959330,221.555054,249.150742,185.263962,0.914417,198.014175,235.180496,204.878174,0.879339,246.168228,259.828094,160.835617,0.940479,142.141235,182.594589,75.725708,0.000000,196.793472,273.017670,185.349442,243.985504,198.213593,195.210480,221.826447,249.278198,185.433334,197.527405,235.093018,204.785553,246.054474,259.750519,160.628815,,,,,,
720,6.000000,142.354080,-17.386133,-4.869930,141.897888,182.748550,76.368645,0.178824,195.264664,273.059662,186.342972,0.940814,242.598053,198.185822,196.503372,0.958555,220.271622,249.190475,186.512970,0.913145,196.608826,235.127899,205.913330,0.873216,245.050751,259.973175,162.299637,0.937443,141.845779,182.716263,76.215775,0.000000,195.457947,273.009613,186.470184,242.732361,198.281052,196.522766,220.549103,249.325165,186.672852,196.120895,235.036346,205.809723,244.933609,259.885010,162.096863,,,,,,
721,6.008333,142.541397,-16.926702,-4.651458,141.703110,182.889191,76.774635,0.183653,193.943405,273.069336,187.395416,0.937958,241.338165,198.268082,197.801620,0.958418,218.995865,249.249603,187.728973,0.909055,195.195862,235.098236,206.895523,0.871511,243.960022,260.133698,163.752197,0.934868,141.652374,182.857132,76.621254,0.000000,194.138107,272.996063,187.530792,241.474136,198.362366,197.818848,219.267654,249.405487,187.913910,194.703110,235.017075,206.774139,243.850342,260.037994,163.536179,,,,,,
722,6.016667,142.719421,-16.479822,-4.448689,141.496124,183.035049,77.209900,0.186647,192.636765,273.088776,188.445847,0.937958,240.097153,198.362274,199.087326,0.958418,217.734344,249.319351,188.936676,0.909055,193.806000,235.079468,207.876526,0.871511,242.873215,260.304382,165.189590,0.934868,141.446732,183.003204,77.056038,0.000000,192.843750,273.037262,188.567734,240.228745,198.482040,199.097275,217.993103,249.476807,189.117737,193.315170,234.962601,207.771255,242.766754,260.195709,164.982040,,,,,,
723,6.025000,142.872482,-16.094187,-4.276674,141.153778,183.196487,77.747887,0.185435,191.342712,273.136139,189.508316,0.935880,238.859360,198.474274,200.350494,0.953293,216.478485,249.410278,190.134125,0.914760,192.441620,235.093369,208.877502,0.866865,241.765732,260.483337,166.586304,0.934331,141.105530,183.164841,77.593628,0.000000,191.552383,273.099030,189.651291,239.000504,198.594315,200.374420,216.738052,249.554459,190.301727,191.936737,234.972412,208.758972,241.660248,260.377258,166.370392,,,,,,
724,6.033333,143.041519,-15.738576,-4.102622,140.787399,183.434906,78.312889,0.188143,190.097778,273.207397,190.597595,0.935880,237.646103,198.589279,201.600845,0.953293,215.262314,249.515442,191.342056,0.914760,191.120453,235.125183,209.893326,0.866865,240.691360,260.673828,167.988037,0.934331,140.740234,183.403503,78.158234,0.000000,190.298569,273.160339,190.747452,237.791641,198.701996,201.624481,215.526398,249.658936,191.506531,190.616013,235.023651,209.766296,240.585373,260.566193,167.777115,,,,,,
725,6.041667,143.241730,-15.400541,-3.958878,140.395508,183.745987,78.891815,0.178254,188.867447,273.279419,191.731094,0.940241,236.467361,198.706512,202.817459,0.957960,214.065109,249.625687,192.564163,0.910049,189.832535,235.144501,210.925461,0.867938,239.619690,260.890594,169.399033,0.935045,140.349350,183.714951,78.736786,0.000000,189.059647,273.239258,191.867447,236.607925,198.793091,202.849548,214.346054,249.768677,192.737640,189.329742,235.037903,210.803558,239.508789,260.807861,169.179138,,,,,,
726,6.050000,143.478073,-15.079393,-3.778123,139.985611,184.138245,79.475983,0.194124,187.662491,273.342255,192.913330,0.940241,235.259567,198.775681,204.054474,0.957960,212.875992,249.708359,193.827591,0.910049,188.541229,235.145096,211.987717,0.867938,238.565979,261.072388,170.861542,0.935045,139.940460,184.107681,79.320564,0.000000,187.861206,273.289856,193.032562,235.397034,198.880142,204.066711,213.156982,249.878693,194.005142,188.041840,235.031448,211.877304,238.448303,260.963654,170.663177,,,,,,
727,6.058333,143.758575,-14.768715,-3.580987,139.605530,184.628693,80.051071,0.201719,186.513428,273.402069,194.144943,0.937545,234.080139,198.816498,205.288651,0.953710,211.733673,249.778000,195.124298,0.906520,187.292389,235.129181,213.071289,0.863946,237.562393,261.247620,172.367310,0.934303,139.561386,184.598724,79.895248,0.000000,186.712540,273.342957,194.283737,234.216888,198.940414,205.303619,212.019562,249.936371,195.305954,186.773743,235.016754,212.950607,237.459198,261.136932,172.152466,,,,,,
728,6.066667,144.050125,-14.417782,-3.343338,139.310837,185.122955,80.610855,0.198339,185.349365,273.450531,195.402710,0.937545,232.861618,198.837143,206.592438,0.953710,210.570755,249.831528,196.471008,0.906520,186.004425,235.101669,214.179367,0.863946,236.560852,261.402161,173.950073,0.934303,139.267838,185.093613,80.454597,0.000000,185.549927,273.399719,195.542419,233.001587,198.943878,206.618195,210.859253,250.009781,196.645309,185.482819,234.973755,214.057571,236.453476,261.295898,173.732330,,,,,,
729,6.075000,144.317764,-14.115757,-3.130212,138.839096,185.631042,81.237625,0.204894,184.128571,273.533844,196.651810,0.935204,231.581360,198.886093,207.864517,0.957016,209.346710,249.914780,197.792450,0.897389,184.670425,235.114868,215.288223,0.858039,235.478073,261.573761,175.481491,0.930354,138.797104,185.602280,81.080978,0.000000,184.335892,273.472473,196.794739,231.723602,198.976349,207.898895,209.645615,250.122253,197.982407,184.135315,234.979965,215.154358,235.364655,261.472412,175.248108,,,,,,
730,6.083333,144.560654,-13.721540,-2.895985,138.504349,186.064484,81.795158,0.207441,182.811111,273.625092,197.849091,0.935204,230.232483,198.977325,209.193756,0.957016,208.038010,250.021637,199.112259,0.897389,183.235855,235.146011,216.364136,0.858039,234.335693,261.773132,177.046631,0.930354,138.463623,186.036194,81.638100,0.000000,183.000320,273.554962,197.984634,230.376953,199.071701,209.212616,208.340195,250.249115,199.325516,182.711914,235.022232,216.220993,234.223679,261.645142,176.822281,,,,,,
