Format Version,1.23,Take Name,danielle_circum_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.16.643 PM,Total Frames in Take,480,Total Exported Frames,480,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
417,6.950000,0.433223,0.153621,0.825152,0.328394,0.009873,0.192910,0.187141,0.000271,0.004534,0.259070,0.319927,0.952261,-0.025952,0.299258,0.294766,0.949333,0.009869,0.192910,0.187143,0.000000,-0.023256,0.237526,0.328937,0.912231,0.029103,0.278438,0.306606,0.868956,0.033293,0.241540,0.327454,0.944025,,,,,,,,,,0.004409,0.258971,0.319809,-0.026085,0.299140,0.294686,,,,-0.023568,0.237546,0.329144,0.029540,0.278711,0.306781,0.033425,0.241465,0.327270
418,6.966667,0.433429,0.152662,0.825439,0.327847,0.009411,0.192780,0.187162,0.000300,0.004010,0.258636,0.320097,0.955608,-0.026475,0.298875,0.295016,0.952805,0.009408,0.192779,0.187164,0.000000,-0.023779,0.237066,0.329047,0.902321,0.028580,0.278039,0.306829,0.864294,0.032770,0.241094,0.327594,0.938742,,,,,,,,,,0.003892,0.258552,0.319994,-0.026611,0.298796,0.294912,,,,-0.024099,0.237040,0.329270,0.029015,0.278319,0.306993,0.032909,0.241003,0.327415
419,6.983333,0.433317,0.151821,0.825772,0.327547,0.009047,0.192577,0.187270,0.000281,0.003521,0.258210,0.320309,0.955608,-0.026941,0.298491,0.295268,0.952805,0.009044,0.192577,0.187272,0.000000,-0.024276,0.236625,0.329198,0.902321,0.028103,0.277636,0.307097,0.864294,0.032274,0.240657,0.327804,0.938742,,,,,,,,,,0.003404,0.258155,0.320210,-0.027088,0.298397,0.295173,,,,-0.024567,0.236619,0.329399,0.028530,0.277895,0.307263,0.032403,0.240553,0.327631
420,7.000000,0.433251,0.150916,0.826053,0.327344,0.008672,0.192325,0.187355,0.000270,0.003044,0.257731,0.320502,0.952000,-0.027386,0.298062,0.295502,0.953099,0.008668,0.192325,0.187357,0.000000,-0.024766,0.236138,0.329329,0.911317,0.027642,0.277174,0.307345,0.871939,0.031787,0.240158,0.327992,0.941535,,,,,,,,,,0.002903,0.257663,0.320390,-0.027528,0.297965,0.295428,,,,-0.025067,0.236143,0.329516,0.028076,0.277389,0.307514,0.031937,0.240103,0.327822
421,7.016667,0.433307,0.150010,0.826428,0.326739,0.008326,0.192147,0.187391,0.000280,0.002584,0.257262,0.320677,0.953116,-0.027848,0.297634,0.295745,0.949233,0.008323,0.192147,0.187393,0.000000,-0.025222,0.235637,0.329439,0.904661,0.027182,0.276744,0.307577,0.862887,0.031329,0.239685,0.328147,0.940071,,,,,,,,,,0.002471,0.257164,0.320564,-0.027999,0.297528,0.295659,,,,-0.025545,0.235652,0.329642,0.027629,0.277009,0.307753,0.031468,0.239609,0.327968
422,7.033333,0.432994,0.149110,0.826997,0.326127,0.008089,0.192031,0.187406,0.000284,0.002112,0.256878,0.320811,0.953116,-0.028312,0.297278,0.295917,0.949233,0.008085,0.192031,0.187408,0.000000,-0.025691,0.235216,0.329491,0.904661,0.026716,0.276402,0.307786,0.862887,0.030860,0.239306,0.328288,0.940071,,,,,,,,,,0.001968,0.256803,0.320716,-0.028442,0.297174,0.295828,,,,-0.025990,0.235214,0.329692,0.027150,0.276674,0.307948,0.030999,0.239215,0.328110
423,7.050000,0.433105,0.149338,0.826872,0.326193,0.007543,0.191617,0.187528,0.000205,0.001625,0.256517,0.320910,0.970546,-0.028809,0.296907,0.296012,0.973048,0.007540,0.191617,0.187530,0.000000,-0.026175,0.234859,0.329610,0.922993,0.026223,0.276035,0.307866,0.930002,0.030375,0.238947,0.328382,0.937525,,,,,,,,,,0.001546,0.256477,0.320832,-0.028882,0.296868,0.295943,,,,-0.026452,0.234850,0.329745,0.026437,0.276149,0.308007,0.030588,0.238922,0.328254
424,7.066667,0.432610,0.147819,0.827668,0.325520,0.007523,0.191765,0.187459,0.000288,0.001267,0.256261,0.321023,0.970546,-0.029128,0.296712,0.296177,0.973048,0.007519,0.191765,0.187461,0.000000,-0.026543,0.234564,0.329594,0.922993,0.025886,0.275830,0.308094,0.930002,0.030008,0.238682,0.328507,0.937525,,,,,,,,,,0.001131,0.256180,0.320915,-0.029279,0.296638,0.296079,,,,-0.026832,0.234550,0.329799,0.026327,0.276083,0.308261,0.030143,0.238597,0.328340
425,7.083333,0.432429,0.147210,0.827913,0.325413,0.007274,0.191633,0.187484,0.000288,0.000910,0.255988,0.321110,0.958773,-0.029458,0.296470,0.296280,0.952606,0.007271,0.191633,0.187486,0.000000,-0.026910,0.234287,0.329634,0.905145,0.025543,0.275568,0.308224,0.867289,0.029642,0.238398,0.328601,0.940134,,,,,,,,,,0.000796,0.255924,0.321010,-0.029594,0.296376,0.296188,,,,-0.027229,0.234267,0.329838,0.025975,0.275829,0.308389,0.029781,0.238315,0.328424
426,7.100000,0.431890,0.146883,0.828311,0.325264,0.007150,0.191447,0.187563,0.000292,0.000574,0.255741,0.321208,0.958773,-0.029775,0.296222,0.296353,0.952606,0.007146,0.191447,0.187565,0.000000,-0.027250,0.234025,0.329683,0.905145,0.025217,0.275336,0.308365,0.867289,0.029302,0.238158,0.328732,0.940134,,,,,,,,,,0.000411,0.255683,0.321108,-0.029902,0.296098,0.296264,,,,-0.027563,0.234017,0.329892,0.025682,0.275607,0.308545,0.029440,0.238077,0.328532
427,7.116667,0.431176,0.145915,0.829091,0.324660,0.007169,0.191461,0.187517,0.000282,0.000227,0.255496,0.321267,0.956336,-0.030100,0.295998,0.296419,0.953147,0.007165,0.191461,0.187519,0.000000,-0.027597,0.233740,0.329637,0.903127,0.024883,0.275137,0.308518,0.864042,0.028954,0.237925,0.328824,0.940732,,,,,,,,,,0.000110,0.255407,0.321174,-0.030228,0.295892,0.296333,,,,-0.027929,0.233729,0.329837,0.025326,0.275407,0.308682,0.029088,0.237861,0.328640
428,7.133333,0.431091,0.145422,0.829366,0.324292,0.007001,0.191489,0.187474,0.000263,-0.000044,0.255367,0.321295,0.956336,-0.030372,0.295885,0.296476,0.953147,0.006998,0.191489,0.187476,0.000000,-0.027865,0.233590,0.329623,0.903127,0.024612,0.275032,0.308583,0.864042,0.028684,0.237798,0.328848,0.940732,,,,,,,,,,-0.000159,0.255264,0.321198,-0.030510,0.295800,0.296386,,,,-0.028170,0.233596,0.329812,0.025027,0.275264,0.308759,0.028828,0.237748,0.328670
429,7.150000,0.430503,0.145252,0.829886,0.323817,0.006972,0.191519,0.187454,0.000288,-0.000334,0.255326,0.321294,0.950861,-0.030674,0.295821,0.296451,0.952214,0.006968,0.191518,0.187456,0.000000,-0.028141,0.233514,0.329573,0.906727,0.024317,0.275025,0.308626,0.865290,0.028404,0.237787,0.328880,0.939989,,,,,,,,,,-0.000480,0.255258,0.321182,-0.030812,0.295713,0.296375,,,,-0.028462,0.233511,0.329764,0.024766,0.275270,0.308794,0.028559,0.237722,0.328709
430,7.166667,0.430003,0.145088,0.830298,0.323500,0.006895,0.191604,0.187412,0.000311,-0.000622,0.255360,0.321264,0.950861,-0.030965,0.295839,0.296399,0.952214,0.006891,0.191603,0.187414,0.000000,-0.028422,0.233522,0.329503,0.906727,0.024028,0.275083,0.308632,0.865290,0.028121,0.237841,0.328878,0.939989,,,,,,,,,,-0.000758,0.255268,0.321166,-0.031113,0.295753,0.296308,,,,-0.028750,0.233506,0.329701,0.024487,0.275366,0.308782,0.028275,0.237752,0.328719
431,7.183333,0.429029,0.145550,0.830923,0.322979,0.006874,0.191620,0.187405,0.000276,-0.000996,0.255464,0.321195,0.954995,-0.031375,0.295865,0.296247,0.952442,0.006870,0.191620,0.187407,0.000000,-0.028767,0.233579,0.329403,0.907545,0.023638,0.275225,0.308590,0.867038,0.027768,0.238007,0.328872,0.942670,,,,,,,,,,-0.001107,0.255368,0.321092,-0.031514,0.295771,0.296158,,,,-0.029081,0.233576,0.329599,0.024069,0.275487,0.308760,0.027903,0.237938,0.328699
432,7.200000,0.427924,0.146103,0.831532,0.322628,0.006816,0.191643,0.187383,0.000297,-0.001420,0.255627,0.321085,0.954995,-0.031823,0.295945,0.296032,0.952442,0.006813,0.191642,0.187385,0.000000,-0.029168,0.233701,0.329265,0.907545,0.023202,0.275417,0.308504,0.867038,0.027360,0.238229,0.328836,0.942670,,,,,,,,,,-0.001575,0.255547,0.320991,-0.031960,0.295836,0.295949,,,,-0.029486,0.233692,0.329458,0.023667,0.275692,0.308663,0.027505,0.238152,0.328662
433,7.216667,0.426952,0.146640,0.832075,0.322273,0.006700,0.191660,0.187362,0.000292,-0.001863,0.255771,0.320982,0.956134,-0.032293,0.296011,0.295837,0.952302,0.006696,0.191659,0.187364,0.000000,-0.029587,0.233807,0.329140,0.907225,0.022746,0.275589,0.308420,0.866338,0.026934,0.238430,0.328799,0.940379,,,,,,,,,,-0.001989,0.255694,0.320888,-0.032434,0.295923,0.295743,,,,-0.029903,0.233789,0.329334,0.023182,0.275854,0.308583,0.027082,0.238349,0.328630
434,7.233333,0.425896,0.146681,0.832678,0.322094,0.006623,0.191699,0.187330,0.000296,-0.002299,0.255857,0.320904,0.956134,-0.032715,0.296056,0.295676,0.952302,0.006619,0.191699,0.187332,0.000000,-0.030018,0.233869,0.329011,0.907225,0.022317,0.275696,0.308388,0.866338,0.026499,0.238550,0.328791,0.940379,,,,,,,,,,-0.002418,0.255773,0.320822,-0.032866,0.295945,0.295578,,,,-0.030358,0.233855,0.329210,0.022795,0.275976,0.308565,0.026630,0.238479,0.328594
435,7.250000,0.424673,0.146863,0.833374,0.321825,0.006576,0.191652,0.187362,0.000295,-0.002761,0.255885,0.320871,0.953090,-0.033172,0.296024,0.295542,0.952808,0.006573,0.191652,0.187364,0.000000,-0.030469,0.233863,0.328925,0.901976,0.021858,0.275750,0.308402,0.859910,0.026042,0.238623,0.328840,0.939858,,,,,,,,,,-0.002884,0.255790,0.320767,-0.033294,0.295909,0.295456,,,,-0.030805,0.233854,0.329127,0.022297,0.276058,0.308564,0.026183,0.238535,0.328666
436,7.266667,0.425178,0.146952,0.832875,0.322408,0.006160,0.191600,0.187367,0.000308,-0.002936,0.255908,0.320857,0.953223,-0.033322,0.296077,0.295545,0.950306,0.006156,0.191600,0.187369,0.000000,-0.030665,0.233927,0.328953,0.903696,0.021695,0.275734,0.308350,0.858663,0.025852,0.238610,0.328800,0.940191,,,,,,,,,,-0.003054,0.255808,0.320752,-0.033469,0.295987,0.295445,,,,-0.030990,0.233914,0.329159,0.022143,0.276038,0.308513,0.025994,0.238510,0.328636
437,7.283333,0.424768,0.146617,0.833063,0.322617,0.005954,0.191531,0.187364,0.000320,-0.003267,0.255820,0.320855,0.953223,-0.033608,0.296005,0.295515,0.950306,0.005950,0.191531,0.187366,0.000000,-0.031013,0.233849,0.328916,0.903696,0.021386,0.275638,0.308379,0.858663,0.025506,0.238510,0.328827,0.940191,,,,,,,,,,-0.003424,0.255738,0.320776,-0.033756,0.295894,0.295419,,,,-0.031347,0.233838,0.329111,0.021868,0.275947,0.308536,0.025663,0.238404,0.328650
438,7.300000,0.424543,0.146345,0.833142,0.322834,0.005674,0.191451,0.187400,0.000332,-0.003607,0.255725,0.320894,0.949057,-0.033912,0.295928,0.295540,0.944947,0.005670,0.191451,0.187402,0.000000,-0.031369,0.233766,0.328933,0.900338,0.021064,0.275533,0.308438,0.841521,0.025152,0.238400,0.328884,0.938529,,,,,,,,,,-0.003762,0.255622,0.320811,-0.034079,0.295824,0.295440,,,,-0.031711,0.233747,0.329138,0.021590,0.275851,0.308596,0.025291,0.238306,0.328703
439,7.316667,0.425131,0.146222,0.832535,0.323680,0.005213,0.191265,0.187384,0.000332,-0.003778,0.255600,0.320869,0.949057,-0.034029,0.295858,0.295537,0.944947,0.005210,0.191265,0.187386,0.000000,-0.031576,0.233701,0.328947,0.900338,0.020920,0.275353,0.308377,0.841521,0.024954,0.238217,0.328830,0.938529,,,,,,,,,,-0.003923,0.255505,0.320783,-0.034193,0.295765,0.295442,,,,-0.031921,0.233672,0.329147,0.021430,0.275655,0.308525,0.025098,0.238130,0.328662
440,7.333333,0.424964,0.145700,0.832553,0.324088,0.004957,0.191134,0.187378,0.000334,-0.004066,0.255421,0.320883,0.956497,-0.034255,0.295722,0.295546,0.944063,0.004953,0.191134,0.187380,0.000000,-0.031894,0.233549,0.328931,0.900031,0.020662,0.275154,0.308419,0.845126,0.024642,0.238005,0.328859,0.937118,,,,,,,,,,-0.004196,0.255347,0.320794,-0.034424,0.295620,0.295441,,,,-0.032234,0.233524,0.329140,0.021167,0.275475,0.308580,0.024776,0.237885,0.328683
441,7.350000,0.424297,0.144949,0.832880,0.324457,0.004875,0.191034,0.187403,0.000336,-0.004358,0.255250,0.320928,0.956497,-0.034463,0.295591,0.295555,0.944063,0.004871,0.191034,0.187405,0.000000,-0.032221,0.233396,0.328908,0.900031,0.020411,0.274969,0.308525,0.845126,0.024319,0.237804,0.328951,0.937118,,,,,,,,,,-0.004504,0.255138,0.320833,-0.034628,0.295481,0.295455,,,,-0.032567,0.233390,0.329119,0.020928,0.275312,0.308686,0.024457,0.237689,0.328775
442,7.366667,0.423739,0.144480,0.833121,0.324778,0.004774,0.190881,0.187438,0.000320,-0.004624,0.255073,0.320963,0.949037,-0.034665,0.295438,0.295553,0.940915,0.004770,0.190881,0.187440,0.000000,-0.032512,0.233234,0.328896,0.906010,0.020176,0.274779,0.308602,0.844381,0.024030,0.237608,0.329026,0.938787,,,,,,,,,,-0.004771,0.254970,0.320866,-0.034853,0.295332,0.295456,,,,-0.032835,0.233249,0.329088,0.020693,0.275080,0.308773,0.024170,0.237501,0.328856
443,7.383333,0.423065,0.143908,0.833561,0.324781,0.004744,0.190858,0.187406,0.000354,-0.004903,0.254965,0.320954,0.949037,-0.034897,0.295347,0.295513,0.940915,0.004740,0.190858,0.187407,0.000000,-0.032806,0.233122,0.328820,0.906010,0.019920,0.274679,0.308652,0.844381,0.023735,0.237495,0.329059,0.938787,,,,,,,,,,-0.005047,0.254864,0.320862,-0.035085,0.295242,0.295425,,,,-0.033172,0.233097,0.329019,0.020487,0.275004,0.308794,0.023867,0.237402,0.328897
444,7.400000,0.422282,0.143551,0.834085,0.324612,0.004802,0.190925,0.187340,0.000353,-0.005138,0.254976,0.320894,0.942094,-0.035104,0.295351,0.295411,0.945280,0.004798,0.190925,0.187342,0.000000,-0.033044,0.233114,0.328698,0.893636,0.019698,0.274708,0.308647,0.828308,0.023494,0.237518,0.329047,0.944983,,,,,,,,,,-0.005296,0.254838,0.320794,-0.035275,0.295241,0.295328,,,,-0.033415,0.233091,0.328906,0.020272,0.275060,0.308784,0.023619,0.237437,0.328885
445,7.416667,0.421524,0.143743,0.834419,0.324654,0.004787,0.190946,0.187306,0.000355,-0.005378,0.255092,0.320798,0.942094,-0.035329,0.295432,0.295241,0.945280,0.004784,0.190946,0.187308,0.000000,-0.033284,0.233221,0.328578,0.893636,0.019466,0.274827,0.308571,0.828308,0.023252,0.237655,0.329005,0.944983,,,,,,,,,,-0.005557,0.254970,0.320716,-0.035503,0.295313,0.295156,,,,-0.033642,0.233192,0.328783,0.020067,0.275186,0.308704,0.023362,0.237567,0.328834
446,7.433333,0.420749,0.144084,0.834571,0.325117,0.004697,0.190982,0.187280,0.000372,-0.005635,0.255319,0.320667,0.944041,-0.035545,0.295628,0.295013,0.937293,0.004694,0.190982,0.187282,0.000000,-0.033555,0.233464,0.328441,0.896079,0.019228,0.275034,0.308446,0.818868,0.022981,0.237890,0.328937,0.939649,,,,,,,,,,-0.005821,0.255222,0.320589,-0.035746,0.295510,0.294920,,,,-0.033919,0.233439,0.328641,0.019848,0.275380,0.308589,0.023112,0.237783,0.328764
447,7.450000,0.419500,0.144622,0.835130,0.325058,0.004788,0.191072,0.187225,0.000380,-0.005919,0.255595,0.320492,0.944041,-0.035824,0.295827,0.294712,0.937293,0.004784,0.191072,0.187227,0.000000,-0.033828,0.233716,0.328238,0.896079,0.018946,0.275323,0.308296,0.818868,0.022701,0.238214,0.328851,0.939649,,,,,,,,,,-0.006094,0.255482,0.320411,-0.036001,0.295708,0.294638,,,,-0.034227,0.233662,0.328440,0.019574,0.275682,0.308410,0.022824,0.238140,0.328690
448,7.466667,0.418412,0.145708,0.835313,0.325504,0.004703,0.191043,0.187216,0.000391,-0.006228,0.255938,0.320284,0.943271,-0.036121,0.296079,0.294348,0.937219,0.004700,0.191043,0.187218,0.000000,-0.034134,0.234065,0.328053,0.891725,0.018643,0.275646,0.308066,0.811388,0.022391,0.238599,0.328732,0.944344,,,,,,,,,,-0.006405,0.255822,0.320202,-0.036328,0.295967,0.294261,,,,-0.034515,0.234026,0.328255,0.019288,0.276016,0.308189,0.022511,0.238495,0.328575
449,7.483333,0.417052,0.146788,0.835630,0.325951,0.004705,0.190966,0.187229,0.000364,-0.006537,0.256248,0.320082,0.943271,-0.036409,0.296288,0.293968,0.937219,0.004701,0.190966,0.187231,0.000000,-0.034442,0.234376,0.327861,0.891725,0.018342,0.275938,0.307854,0.811388,0.022079,0.238955,0.328638,0.944344,,,,,,,,,,-0.006722,0.256159,0.319982,-0.036578,0.296146,0.293890,,,,-0.034819,0.234345,0.328070,0.018950,0.276291,0.308005,0.022202,0.238865,0.328457
450,7.500000,0.416284,0.147227,0.836027,0.325715,0.004664,0.191115,0.187137,0.000375,-0.006826,0.256505,0.319915,0.942500,-0.036715,0.296485,0.293728,0.940297,0.004661,0.191115,0.187139,0.000000,-0.034714,0.234606,0.327680,0.891367,0.018044,0.276216,0.307701,0.817576,0.021800,0.239256,0.328523,0.945334,,,,,,,,,,-0.007002,0.256388,0.319825,-0.036909,0.296370,0.293648,,,,-0.035098,0.234568,0.327880,0.018672,0.276563,0.307833,0.021926,0.239178,0.328363
451,7.516667,0.415283,0.147622,0.836301,0.326110,0.004654,0.191089,0.187124,0.000389,-0.007079,0.256685,0.319780,0.951142,-0.036928,0.296619,0.293477,0.941041,0.004651,0.191089,0.187126,0.000000,-0.034977,0.234794,0.327529,0.885049,0.017810,0.276380,0.307579,0.816640,0.021534,0.239453,0.328465,0.941045,,,,,,,,,,-0.007242,0.256618,0.319697,-0.037103,0.296486,0.293393,,,,-0.035381,0.234730,0.327739,0.018431,0.276747,0.307710,0.021657,0.239351,0.328292
452,7.533333,0.414452,0.147985,0.836536,0.326402,0.004620,0.191054,0.187127,0.000387,-0.007317,0.256822,0.319678,0.951142,-0.037136,0.296716,0.293280,0.941041,0.004617,0.191054,0.187128,0.000000,-0.035221,0.234936,0.327417,0.885049,0.017585,0.276506,0.307487,0.816640,0.021288,0.239609,0.328427,0.941045,,,,,,,,,,-0.007491,0.256743,0.319594,-0.037313,0.296563,0.293200,,,,-0.035622,0.234891,0.327625,0.018220,0.276892,0.307623,0.021404,0.239498,0.328248
453,7.550000,0.413379,0.147996,0.836958,0.326675,0.004680,0.191073,0.187129,0.000386,-0.007561,0.256948,0.319600,0.935763,-0.037328,0.296815,0.293103,0.939312,0.004676,0.191072,0.187131,0.000000,-0.035480,0.235063,0.327294,0.888332,0.017365,0.276625,0.307448,0.803059,0.021026,0.239745,0.328426,0.946252,,,,,,,,,,-0.007750,0.256803,0.319502,-0.037517,0.296686,0.293022,,,,-0.035869,0.235025,0.327511,0.018031,0.277026,0.307577,0.021127,0.239656,0.328259
454,7.566667,0.412395,0.148027,0.837296,0.327036,0.004693,0.191015,0.187154,0.000399,-0.007809,0.257010,0.319541,0.935763,-0.037520,0.296855,0.292949,0.939312,0.004690,0.191015,0.187156,0.000000,-0.035745,0.235134,0.327199,0.888332,0.017142,0.276675,0.307422,0.803059,0.020759,0.239813,0.328441,0.946252,,,,,,,,,,-0.007995,0.256864,0.319437,-0.037724,0.296725,0.292872,,,,-0.036145,0.235102,0.327410,0.017823,0.277080,0.307547,0.020868,0.239717,0.328286
455,7.583333,0.411722,0.147583,0.837405,0.327807,0.004578,0.190980,0.187146,0.000380,-0.008063,0.257032,0.319491,0.948575,-0.037672,0.296910,0.292835,0.940133,0.004575,0.190980,0.187147,0.000000,-0.036042,0.235197,0.327107,0.887552,0.016937,0.276659,0.307409,0.815786,0.020466,0.239799,0.328445,0.944678,,,,,,,,,,-0.008222,0.256938,0.319400,-0.037855,0.296776,0.292759,,,,-0.036443,0.235153,0.327306,0.017563,0.277026,0.307539,0.020584,0.239704,0.328283
456,7.600000,0.411010,0.147171,0.837528,0.328571,0.004535,0.190970,0.187127,0.000372,-0.008256,0.257087,0.319425,0.948575,-0.037764,0.296995,0.292702,0.940133,0.004531,0.190970,0.187129,0.000000,-0.036277,0.235293,0.326999,0.887552,0.016792,0.276676,0.307381,0.815786,0.020234,0.239819,0.328437,0.944678,,,,,,,,,,-0.008425,0.256986,0.319330,-0.037941,0.296856,0.292629,,,,-0.036665,0.235254,0.327199,0.017419,0.277049,0.307511,0.020340,0.239726,0.328275
457,7.616667,0.410201,0.147005,0.837644,0.329359,0.004495,0.190978,0.187119,0.000387,-0.008457,0.257225,0.319337,0.943065,-0.037872,0.297143,0.292526,0.938791,0.004491,0.190978,0.187121,0.000000,-0.036517,0.235469,0.326879,0.890127,0.016635,0.276775,0.307320,0.813873,0.019997,0.239932,0.328414,0.945539,,,,,,,,,,-0.008621,0.257099,0.319242,-0.038072,0.297032,0.292439,,,,-0.036906,0.235434,0.327081,0.017266,0.277146,0.307453,0.020118,0.239834,0.328263
458,7.633333,0.409274,0.147342,0.837771,0.330038,0.004475,0.190956,0.187138,0.000367,-0.008659,0.257433,0.319222,0.943065,-0.038010,0.297320,0.292296,0.938791,0.004471,0.190955,0.187140,0.000000,-0.036743,0.235704,0.326756,0.890127,0.016462,0.276950,0.307213,0.813873,0.019771,0.240141,0.328376,0.945539,,,,,,,,,,-0.008831,0.257290,0.319121,-0.038196,0.297176,0.292221,,,,-0.037134,0.235701,0.326952,0.017089,0.277336,0.307356,0.019891,0.240045,0.328212
459,7.650000,0.408290,0.147745,0.837957,0.330603,0.004525,0.190910,0.187159,0.000370,-0.008820,0.257618,0.319105,0.941827,-0.038117,0.297465,0.292060,0.939607,0.004521,0.190910,0.187161,0.000000,-0.036921,0.235908,0.326628,0.894230,0.016325,0.277110,0.307105,0.815008,0.019591,0.240337,0.328337,0.942976,,,,,,,,,,-0.009014,0.257517,0.319025,-0.038293,0.297316,0.291988,,,,-0.037301,0.235889,0.326814,0.016953,0.277478,0.307238,0.019712,0.240239,0.328171
460,7.666667,0.407683,0.147614,0.838000,0.331302,0.004516,0.190964,0.187110,0.000377,-0.008935,0.257785,0.318989,0.941827,-0.038152,0.297643,0.291874,0.939607,0.004513,0.190964,0.187112,0.000000,-0.037069,0.236110,0.326490,0.894230,0.016248,0.277241,0.307009,0.815008,0.019446,0.240480,0.328272,0.942976,,,,,,,,,,-0.009098,0.257654,0.318892,-0.038345,0.297551,0.291784,,,,-0.037442,0.236067,0.326691,0.016860,0.277591,0.307141,0.019562,0.240395,0.328125
461,7.683333,0.406971,0.147692,0.837965,0.332229,0.004502,0.190923,0.187119,0.000345,-0.009045,0.257942,0.318887,0.948867,-0.038173,0.297801,0.291678,0.943888,0.004499,0.190923,0.187120,0.000000,-0.037217,0.236314,0.326379,0.896662,0.016180,0.277348,0.306915,0.837351,0.019300,0.240613,0.328233,0.943287,,,,,,,,,,-0.009192,0.257841,0.318787,-0.038350,0.297689,0.291597,,,,-0.037589,0.236300,0.326559,0.016728,0.277665,0.307063,0.019448,0.240522,0.328086
462,7.700000,0.405931,0.148117,0.838064,0.333062,0.004596,0.190848,0.187149,0.000326,-0.009140,0.258146,0.318755,0.948867,-0.038193,0.297969,0.291412,0.943888,0.004593,0.190848,0.187151,0.000000,-0.037341,0.236553,0.326241,0.896662,0.016119,0.277510,0.306789,0.837351,0.019176,0.240817,0.328187,0.943287,,,,,,,,,,-0.009279,0.258038,0.318641,-0.038334,0.297840,0.291343,,,,-0.037729,0.236539,0.326428,0.016637,0.277823,0.306947,0.019325,0.240753,0.328025
463,7.716667,0.405397,0.148427,0.838039,0.333636,0.004553,0.190896,0.187118,0.000334,-0.009255,0.258379,0.318622,0.946215,-0.038262,0.298182,0.291201,0.945714,0.004550,0.190896,0.187120,0.000000,-0.037474,0.236812,0.326114,0.894111,0.016025,0.277713,0.306650,0.844500,0.019043,0.241047,0.328101,0.940978,,,,,,,,,,-0.009380,0.258246,0.318509,-0.038431,0.298073,0.291118,,,,-0.037857,0.236821,0.326294,0.016536,0.278028,0.306812,0.019209,0.240966,0.327954
464,7.733333,0.404775,0.149125,0.838067,0.334011,0.004548,0.190872,0.187107,0.000324,-0.009363,0.258600,0.318474,0.946215,-0.038356,0.298347,0.290957,0.945714,0.004545,0.190872,0.187109,0.000000,-0.037585,0.237043,0.325986,0.894111,0.015923,0.277915,0.306484,0.844500,0.018931,0.241290,0.328006,0.940978,,,,,,,,,,-0.009505,0.258506,0.318371,-0.038521,0.298233,0.290873,,,,-0.037939,0.237040,0.326165,0.016437,0.278217,0.306647,0.019078,0.241199,0.327851
