Format Version,1.23,Take Name,danielle_circum_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.16.643 PM,Total Frames in Take,480,Total Exported Frames,480,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
37,0.616667,0.175606,-0.032979,0.903595,0.389347,0.004367,0.189339,0.188269,0.000967,-0.074460,0.247119,0.300008,0.927992,-0.079697,0.293133,0.267871,0.935398,0.004363,0.189339,0.188269,0.445379,-0.103807,0.229756,0.287563,0.850678,-0.045239,0.263119,0.306813,0.909380,-0.057868,0.224801,0.320445,0.960273,,,,,,,,,,-0.074562,0.246874,0.300121,-0.079726,0.293386,0.267916,0.005963,0.188604,0.186918,-0.104305,0.229786,0.287891,-0.045157,0.263472,0.306812,-0.057979,0.224711,0.320516
38,0.633333,0.172223,-0.033168,0.904603,0.388501,0.004091,0.189328,0.188227,0.000955,-0.075596,0.247177,0.299318,0.927992,-0.080711,0.293115,0.267052,0.935398,0.004087,0.189329,0.188227,0.445379,-0.104824,0.229729,0.286713,0.850678,-0.046453,0.263251,0.306284,0.909380,-0.059096,0.224935,0.319911,0.960273,,,,,,,,,,-0.075696,0.246904,0.299407,-0.080760,0.293355,0.267084,0.005882,0.188655,0.186966,-0.105338,0.229817,0.287053,-0.046395,0.263556,0.306240,-0.059181,0.224834,0.319981
39,0.650000,0.174686,-0.030674,0.901597,0.394546,0.001236,0.188408,0.187398,0.001061,-0.076863,0.247722,0.298845,0.832086,-0.081669,0.293575,0.266411,0.930900,0.001232,0.188408,0.187398,0.000001,-0.106400,0.230578,0.286547,0.791432,-0.047472,0.263467,0.305510,0.888634,-0.060475,0.225370,0.319409,0.918271,,,,,,,,,,-0.076761,0.247070,0.298723,-0.081814,0.293402,0.266252,0.005671,0.188680,0.186994,-0.106502,0.231406,0.286543,-0.047555,0.263846,0.305730,-0.060304,0.225100,0.319478
40,0.666667,0.166537,-0.031761,0.906416,0.386869,0.003353,0.189383,0.188203,0.000951,-0.077691,0.247594,0.298118,0.832086,-0.082689,0.293297,0.265502,0.930900,0.003349,0.189383,0.188202,0.000001,-0.106714,0.229933,0.285338,0.791432,-0.048690,0.263843,0.305267,0.888634,-0.061298,0.225560,0.319019,0.918271,,,,,,,,,,-0.077773,0.247366,0.298201,-0.082763,0.293547,0.265558,0.005039,0.188573,0.186952,-0.107210,0.230014,0.285632,-0.048641,0.264160,0.305262,-0.061365,0.225462,0.319088
41,0.683333,0.170552,-0.029538,0.902447,0.394499,0.000011,0.188467,0.187374,0.000345,-0.078903,0.248305,0.297964,0.834249,-0.083527,0.293979,0.265253,0.920047,0.000007,0.188468,0.187374,0.000000,-0.108339,0.231068,0.285556,0.818165,-0.049571,0.264112,0.304746,0.884082,-0.062636,0.226078,0.318759,0.915000,,,,,,,,,,-0.078772,0.247665,0.297847,-0.083707,0.293773,0.265088,,,,-0.108379,0.231794,0.285528,-0.049672,0.264503,0.304976,-0.062447,0.225808,0.318840
42,0.700000,0.169542,-0.029322,0.902776,0.394198,-0.000724,0.188600,0.187434,0.001064,-0.079883,0.248495,0.297816,0.834249,-0.084486,0.294130,0.265047,0.920047,-0.000728,0.188601,0.187433,0.000000,-0.109284,0.231221,0.285375,0.818165,-0.050577,0.264334,0.304634,0.884082,-0.063636,0.226305,0.318665,0.915000,,,,,,,,,,-0.079780,0.247854,0.297709,-0.084625,0.293964,0.264867,0.003580,0.188791,0.187004,-0.109383,0.232022,0.285385,-0.050665,0.264736,0.304863,-0.063469,0.226007,0.318719
43,0.716667,0.164345,-0.031969,0.907063,0.386271,0.000860,0.190000,0.188220,0.000986,-0.080745,0.248227,0.297710,0.936543,-0.085663,0.293885,0.265020,0.927415,0.000856,0.190001,0.188219,0.425917,-0.109688,0.230511,0.284824,0.852807,-0.051798,0.264524,0.304968,0.925333,-0.064414,0.226239,0.318708,0.967678,,,,,,,,,,-0.080813,0.248000,0.297803,-0.085725,0.294166,0.265055,0.002587,0.189206,0.186936,-0.110210,0.230535,0.285095,-0.051735,0.264816,0.304972,-0.064483,0.226171,0.318793
44,0.733333,0.172071,-0.031897,0.902651,0.393186,-0.002997,0.189488,0.187165,0.001062,-0.081937,0.248529,0.298162,0.936543,-0.086668,0.294387,0.265725,0.927415,-0.003001,0.189488,0.187164,0.425917,-0.111352,0.231312,0.285675,0.852807,-0.052630,0.264349,0.305017,0.925333,-0.065615,0.226209,0.318815,0.967678,,,,,,,,,,-0.081826,0.247899,0.298059,-0.086818,0.294202,0.265563,0.001311,0.189658,0.186718,-0.111459,0.232110,0.285648,-0.052731,0.264719,0.305236,-0.065423,0.225940,0.318888
45,0.750000,0.166966,-0.035479,0.907186,0.384549,-0.001285,0.190875,0.187859,0.000991,-0.082811,0.247936,0.298019,0.936403,-0.087892,0.293874,0.265749,0.930721,-0.001289,0.190875,0.187858,0.426909,-0.111739,0.230271,0.285030,0.855761,-0.053887,0.264233,0.305368,0.907716,-0.066391,0.225799,0.318789,0.957227,,,,,,,,,,-0.082898,0.247717,0.298115,-0.087936,0.294144,0.265792,0.000419,0.190091,0.186545,-0.112237,0.230274,0.285321,-0.053805,0.264593,0.305368,-0.066495,0.225684,0.318861
46,0.766667,0.166962,-0.035987,0.907182,0.384511,-0.002282,0.190888,0.187627,0.000971,-0.083846,0.247855,0.297809,0.925617,-0.088910,0.293824,0.265579,0.929474,-0.002286,0.190889,0.187627,0.445478,-0.112771,0.230206,0.284791,0.864266,-0.054923,0.264142,0.305184,0.904868,-0.067437,0.225697,0.318564,0.965912,,,,,,,,,,-0.083939,0.247583,0.297885,-0.088955,0.294096,0.265639,-0.000747,0.190044,0.186270,-0.113238,0.230251,0.285064,-0.054879,0.264516,0.305240,-0.067508,0.225624,0.318655
47,0.783333,0.165245,-0.036874,0.907724,0.383890,-0.002835,0.190998,0.187628,0.000974,-0.084906,0.247822,0.297506,0.925617,-0.089891,0.293800,0.265277,0.929474,-0.002839,0.190998,0.187627,0.445478,-0.113757,0.230146,0.284364,0.864266,-0.056031,0.264138,0.305005,0.904868,-0.068555,0.225673,0.318318,0.965912,,,,,,,,,,-0.084971,0.247567,0.297610,-0.089946,0.294064,0.265343,-0.001214,0.190196,0.186262,-0.114169,0.230163,0.284658,-0.055953,0.264509,0.304999,-0.068734,0.225589,0.318393
48,0.800000,0.164010,-0.036842,0.907933,0.383928,-0.003740,0.190804,0.187460,0.000976,-0.086063,0.247741,0.297092,0.931365,-0.090975,0.293686,0.264804,0.927974,-0.003744,0.190804,0.187460,0.444484,-0.114884,0.230051,0.283902,0.877795,-0.057205,0.264065,0.304640,0.901664,-0.069759,0.225613,0.317964,0.945726,,,,,,,,,,-0.086110,0.247490,0.297193,-0.091026,0.293960,0.264875,-0.002248,0.189974,0.186042,-0.115293,0.230044,0.284170,-0.057129,0.264450,0.304676,-0.069940,0.225552,0.318067
49,0.816667,0.167585,-0.035491,0.904680,0.390142,-0.006875,0.189848,0.186608,0.001066,-0.087449,0.248015,0.296890,0.931365,-0.092053,0.293973,0.264576,0.927974,-0.006879,0.189848,0.186607,0.444484,-0.116618,0.230685,0.283990,0.877795,-0.058313,0.263971,0.304152,0.901664,-0.071247,0.225706,0.317648,0.945726,,,,,,,,,,-0.087301,0.247374,0.296772,-0.092226,0.293796,0.264425,-0.002849,0.189964,0.186018,-0.116664,0.231439,0.283998,-0.058383,0.264364,0.304352,-0.071150,0.225439,0.317715
50,0.833333,0.160935,-0.037249,0.909511,0.381447,-0.005157,0.190782,0.187271,0.000975,-0.088504,0.247376,0.296304,0.929644,-0.093449,0.293264,0.263940,0.925532,-0.005161,0.190782,0.187270,0.445619,-0.117143,0.229520,0.282941,0.877769,-0.059785,0.263861,0.304026,0.892873,-0.072221,0.225355,0.317303,0.942593,,,,,,,,,,-0.088561,0.247113,0.296385,-0.093510,0.293546,0.264017,-0.003649,0.189929,0.185890,-0.117538,0.229509,0.283229,-0.059688,0.264276,0.304074,-0.072426,0.225283,0.317375
51,0.850000,0.159860,-0.037105,0.910265,0.380113,-0.006041,0.190712,0.187114,0.000968,-0.089795,0.247136,0.295924,0.929644,-0.094805,0.292986,0.263517,0.925532,-0.006045,0.190712,0.187113,0.445619,-0.118351,0.229185,0.282511,0.877769,-0.061142,0.263712,0.303698,0.892873,-0.073492,0.225178,0.316974,0.942593,,,,,,,,,,-0.089854,0.246891,0.296012,-0.094866,0.293274,0.263597,-0.004576,0.189852,0.185734,-0.118758,0.229175,0.282769,-0.061071,0.264102,0.303751,-0.073655,0.225117,0.317075
52,0.866667,0.158427,-0.037126,0.910926,0.379126,-0.006895,0.190613,0.187013,0.000984,-0.091088,0.246939,0.295535,0.937304,-0.096104,0.292753,0.263078,0.924550,-0.006899,0.190613,0.187013,0.442293,-0.119566,0.228915,0.282053,0.880498,-0.062494,0.263583,0.303379,0.898169,-0.074798,0.225033,0.316650,0.947145,,,,,,,,,,-0.091116,0.246712,0.295639,-0.096168,0.293037,0.263157,-0.005394,0.189730,0.185623,-0.119976,0.228884,0.282297,-0.062420,0.263981,0.303429,-0.074979,0.224966,0.316736
53,0.883333,0.160383,-0.036514,0.908864,0.383288,-0.009319,0.189973,0.186363,0.001063,-0.092469,0.247122,0.295256,0.937304,-0.097244,0.292954,0.262787,0.924550,-0.009323,0.189974,0.186362,0.442293,-0.121172,0.229340,0.281932,0.880498,-0.063691,0.263521,0.302944,0.898169,-0.076268,0.225090,0.316308,0.947145,,,,,,,,,,-0.092439,0.246496,0.295195,-0.097498,0.292805,0.262669,-0.006494,0.189523,0.185395,-0.121431,0.230193,0.282112,-0.063791,0.263862,0.303082,-0.076232,0.224837,0.316366
54,0.900000,0.155392,-0.036871,0.912330,0.377025,-0.008630,0.190362,0.186717,0.000992,-0.093732,0.246524,0.294612,0.937305,-0.098773,0.292243,0.262024,0.914145,-0.008634,0.190362,0.186717,0.452443,-0.122044,0.228336,0.281002,0.890415,-0.065265,0.263322,0.302589,0.890251,-0.077465,0.224742,0.315872,0.944213,,,,,,,,,,-0.093767,0.246291,0.294696,-0.098838,0.292563,0.262129,-0.007266,0.189412,0.185295,-0.122427,0.228252,0.281198,-0.065170,0.263740,0.302683,-0.077652,0.224721,0.315992
55,0.916667,0.153826,-0.037017,0.912990,0.376053,-0.009538,0.190200,0.186518,0.000994,-0.095108,0.246253,0.294099,0.937305,-0.100140,0.291939,0.261464,0.914145,-0.009542,0.190200,0.186517,0.452443,-0.123337,0.227996,0.280409,0.890415,-0.066702,0.263116,0.302156,0.890251,-0.078864,0.224520,0.315426,0.944213,,,,,,,,,,-0.095146,0.246014,0.294177,-0.100209,0.292277,0.261556,-0.008151,0.189226,0.185125,-0.123723,0.227930,0.280610,-0.066634,0.263534,0.302255,-0.079020,0.224476,0.315540
56,0.933333,0.154404,-0.037398,0.911401,0.379618,-0.011594,0.189617,0.185971,0.001055,-0.096562,0.246317,0.293690,0.843121,-0.101287,0.292046,0.261070,0.921509,-0.011598,0.189617,0.185970,0.303111,-0.124953,0.228282,0.280040,0.762698,-0.068013,0.262957,0.301707,0.908409,-0.080455,0.224454,0.314989,0.939258,,,,,,,,,,-0.096529,0.245693,0.293628,-0.101558,0.291925,0.260969,-0.009079,0.189037,0.184927,-0.125250,0.229151,0.280280,-0.068109,0.263286,0.301836,-0.080438,0.224220,0.315050
57,0.950000,0.152458,-0.037983,0.912240,0.378328,-0.012384,0.189465,0.185757,0.001063,-0.097970,0.245946,0.293101,0.843121,-0.102675,0.291660,0.260457,0.921509,-0.012388,0.189465,0.185756,0.303111,-0.126253,0.227835,0.279330,0.762698,-0.069501,0.262663,0.301241,0.908409,-0.081898,0.224128,0.314472,0.939258,,,,,,,,,,-0.097930,0.245326,0.293046,-0.102962,0.291547,0.260350,-0.009843,0.188850,0.184751,-0.126529,0.228702,0.279544,-0.069593,0.262994,0.301365,-0.081884,0.223882,0.314544
58,0.966667,0.147867,-0.037985,0.915211,0.372935,-0.012075,0.189550,0.185933,0.000964,-0.099355,0.245236,0.292324,0.935661,-0.104279,0.290827,0.259540,0.921454,-0.012079,0.189550,0.185932,0.459662,-0.127289,0.226767,0.278318,0.900304,-0.071164,0.262302,0.300704,0.884539,-0.083236,0.223651,0.313895,0.952193,,,,,,,,,,-0.099385,0.244994,0.292407,-0.104341,0.291116,0.259645,-0.010764,0.188581,0.184516,-0.127643,0.226721,0.278494,-0.071130,0.262741,0.300845,-0.083393,0.223631,0.314003
59,0.983333,0.145806,-0.037979,0.915886,0.372089,-0.013058,0.189272,0.185632,0.000962,-0.100872,0.244935,0.291596,0.935661,-0.105750,0.290472,0.258730,0.921454,-0.013062,0.189272,0.185632,0.459662,-0.128714,0.226394,0.277502,0.900304,-0.072747,0.262066,0.300066,0.884539,-0.084799,0.223410,0.313261,0.952193,,,,,,,,,,-0.100911,0.244698,0.291673,-0.105838,0.290787,0.258818,-0.011779,0.188248,0.184233,-0.129030,0.226364,0.277666,-0.072726,0.262500,0.300237,-0.084936,0.223373,0.313370
60,1.000000,0.142643,-0.037706,0.917230,0.370028,-0.013762,0.189059,0.185450,0.000950,-0.102481,0.244564,0.290740,0.938763,-0.107366,0.290001,0.257738,0.918732,-0.013766,0.189059,0.185449,0.470457,-0.130150,0.225861,0.276520,0.901504,-0.074488,0.261844,0.299342,0.886125,-0.086442,0.223164,0.312555,0.949674,,,,,,,,,,-0.102502,0.244327,0.290800,-0.107443,0.290293,0.257857,-0.012488,0.188097,0.184060,-0.130507,0.225805,0.276675,-0.074453,0.262268,0.299506,-0.086597,0.223174,0.312683
61,1.016667,0.140126,-0.037883,0.918428,0.367994,-0.014732,0.188913,0.185097,0.000955,-0.104244,0.244138,0.289862,0.940435,-0.109155,0.289518,0.256786,0.916255,-0.014736,0.188913,0.185096,0.476532,-0.131756,0.225299,0.275516,0.911294,-0.076373,0.261549,0.298592,0.866228,-0.088227,0.222831,0.311783,0.948453,,,,,,,,,,-0.104284,0.243917,0.289942,-0.109204,0.289821,0.256921,-0.013590,0.187897,0.183668,-0.132073,0.225173,0.275616,-0.076336,0.262038,0.298807,-0.088387,0.222854,0.311910
62,1.033333,0.137916,-0.038213,0.919539,0.366014,-0.015747,0.188863,0.184693,0.000960,-0.105988,0.243768,0.288999,0.940435,-0.110932,0.289110,0.255875,0.916255,-0.015751,0.188863,0.184692,0.476532,-0.133352,0.224806,0.274534,0.911294,-0.078232,0.261301,0.297852,0.866228,-0.089986,0.222540,0.311008,0.948453,,,,,,,,,,-0.106038,0.243544,0.289077,-0.110987,0.289424,0.255990,-0.014512,0.187890,0.183293,-0.133691,0.224700,0.274669,-0.078199,0.261754,0.298033,-0.090138,0.222546,0.311137
63,1.050000,0.136599,-0.039496,0.918418,0.369173,-0.017733,0.188169,0.183863,0.000986,-0.107876,0.243649,0.287949,0.879233,-0.112406,0.289045,0.254840,0.916932,-0.017737,0.188169,0.183862,0.380933,-0.135333,0.224891,0.273395,0.740438,-0.080022,0.260980,0.296891,0.940272,-0.092087,0.222296,0.309990,0.959452,,,,,,,,,,-0.107858,0.243167,0.287944,-0.112723,0.288973,0.254772,-0.015558,0.187681,0.182792,-0.135621,0.225841,0.273699,-0.080244,0.260893,0.296901,-0.092029,0.222261,0.310137
64,1.066667,0.128172,-0.039192,0.922720,0.361419,-0.017244,0.188545,0.183991,0.000941,-0.110071,0.243001,0.286244,0.879233,-0.114796,0.288152,0.252829,0.916932,-0.017248,0.188545,0.183991,0.380933,-0.136956,0.223711,0.271322,0.740438,-0.082668,0.260843,0.295569,0.940272,-0.094304,0.222024,0.308659,0.959452,,,,,,,,,,-0.110080,0.242824,0.286309,-0.114877,0.288463,0.252954,-0.016006,0.187549,0.182659,-0.137299,0.223596,0.271444,-0.082667,0.261290,0.295773,-0.094454,0.222023,0.308768
65,1.083333,0.123417,-0.039300,0.923362,0.361422,-0.018669,0.188252,0.183459,0.001068,-0.112416,0.243037,0.284691,0.861145,-0.116841,0.288078,0.251086,0.940283,-0.018672,0.188252,0.183458,0.395037,-0.139165,0.223696,0.269590,0.592177,-0.085099,0.260911,0.294203,0.912129,-0.096851,0.222135,0.307316,0.923669,,,,,,,,,,-0.112399,0.242483,0.284649,-0.117029,0.287945,0.251021,-0.016637,0.187412,0.182454,-0.140060,0.225037,0.269841,-0.085177,0.261211,0.294370,-0.096669,0.221910,0.307413
66,1.100000,0.115435,-0.038458,0.926790,0.355326,-0.018637,0.188240,0.183416,0.000923,-0.114660,0.242373,0.282850,0.861145,-0.119161,0.287149,0.248903,0.940283,-0.018641,0.188240,0.183415,0.395037,-0.140913,0.222587,0.267459,0.592177,-0.087734,0.260667,0.292672,0.912129,-0.099172,0.221817,0.305842,0.923669,,,,,,,,,,-0.114720,0.242143,0.282903,-0.119244,0.287478,0.249032,-0.017428,0.187244,0.182194,-0.141288,0.222515,0.267522,-0.087800,0.261144,0.292900,-0.099201,0.221816,0.305984
67,1.116667,0.110580,-0.039766,0.926855,0.356555,-0.020291,0.187837,0.182842,0.000969,-0.117131,0.242380,0.281254,0.894936,-0.121167,0.287124,0.247206,0.916046,-0.020295,0.187837,0.182841,0.400869,-0.143289,0.222650,0.265631,0.729722,-0.090249,0.260610,0.291317,0.932503,-0.101930,0.221810,0.304424,0.944337,,,,,,,,,,-0.117140,0.241961,0.281222,-0.121497,0.287094,0.247148,-0.018132,0.187201,0.182027,-0.143673,0.223623,0.265904,-0.090496,0.260500,0.291304,-0.101782,0.221750,0.304579
68,1.133333,0.103512,-0.038768,0.929793,0.351095,-0.020726,0.187883,0.182749,0.000920,-0.119526,0.241842,0.279523,0.894936,-0.123631,0.286335,0.245156,0.916046,-0.020730,0.187883,0.182748,0.400869,-0.145234,0.221710,0.263668,0.729722,-0.093000,0.260448,0.289836,0.932503,-0.104397,0.221589,0.303018,0.944337,,,,,,,,,,-0.119601,0.241676,0.279575,-0.123734,0.286708,0.245298,-0.019540,0.186841,0.181599,-0.145585,0.221577,0.263689,-0.093075,0.260929,0.290069,-0.104409,0.221576,0.303166
69,1.150000,0.096643,-0.040140,0.931457,0.348479,-0.021692,0.187700,0.182441,0.000846,-0.122143,0.241318,0.277691,0.960504,-0.125988,0.285726,0.243184,0.877986,-0.021696,0.187700,0.182440,0.519830,-0.147518,0.221023,0.261509,0.906671,-0.095865,0.260082,0.288347,0.958863,-0.107246,0.221188,0.301438,0.934688,,,,,,,,,,-0.122242,0.241214,0.277758,-0.126143,0.286170,0.243316,-0.020348,0.186807,0.181403,-0.147872,0.220938,0.261587,-0.095999,0.260150,0.288413,-0.107221,0.221342,0.301647
70,1.166667,0.090077,-0.040405,0.933086,0.345840,-0.022817,0.187538,0.182087,0.000900,-0.124784,0.240951,0.275828,0.960504,-0.128424,0.285211,0.241109,0.877986,-0.022821,0.187537,0.182086,0.519830,-0.149836,0.220458,0.259396,0.906671,-0.098749,0.259898,0.286753,0.958863,-0.110087,0.220991,0.299841,0.934688,,,,,,,,,,-0.124792,0.240710,0.275819,-0.128563,0.285609,0.241242,-0.021654,0.186535,0.180993,-0.150207,0.220349,0.259389,-0.098877,0.260329,0.287044,-0.110079,0.221060,0.300032
71,1.183333,0.083690,-0.044071,0.933249,0.346554,-0.024540,0.187358,0.181379,0.000983,-0.127723,0.240806,0.273763,0.861355,-0.130756,0.285152,0.239097,0.877417,-0.024544,0.187358,0.181378,0.414436,-0.152583,0.220410,0.256924,0.808489,-0.101802,0.259665,0.285106,0.925597,-0.113420,0.220755,0.297939,0.926718,,,,,,,,,,-0.127720,0.240257,0.273681,-0.131133,0.285446,0.238988,-0.022500,0.186382,0.180783,-0.152877,0.221092,0.257113,-0.102097,0.259630,0.285121,-0.113215,0.220725,0.298146
72,1.200000,0.073559,-0.044133,0.936314,0.340526,-0.024886,0.187383,0.181391,0.000975,-0.130554,0.240090,0.271359,0.861355,-0.133442,0.284184,0.236361,0.877417,-0.024890,0.187382,0.181390,0.414436,-0.154817,0.219283,0.254156,0.808489,-0.105102,0.259341,0.283098,0.925597,-0.116491,0.220366,0.295942,0.926718,,,,,,,,,,-0.130616,0.239824,0.271337,-0.133640,0.284862,0.236483,-0.023606,0.186161,0.180475,-0.155155,0.219046,0.254143,-0.105208,0.259699,0.283283,-0.116433,0.220449,0.296129
73,1.216667,0.064158,-0.043814,0.937988,0.337849,-0.026062,0.186863,0.181119,0.000883,-0.133600,0.239598,0.268826,0.951942,-0.136096,0.283440,0.233483,0.885152,-0.026066,0.186863,0.181117,0.533867,-0.157441,0.218545,0.251334,0.912101,-0.108465,0.259065,0.280886,0.868844,-0.119875,0.220117,0.293789,0.942997,,,,,,,,,,-0.133665,0.239417,0.268825,-0.136257,0.283842,0.233637,-0.024886,0.185827,0.180111,-0.157751,0.218401,0.251253,-0.108618,0.259483,0.281163,-0.119842,0.220198,0.293999
74,1.233333,0.057493,-0.046540,0.938123,0.338310,-0.028118,0.186727,0.180310,0.000959,-0.136812,0.239599,0.266497,0.951942,-0.138726,0.283465,0.231146,0.885152,-0.028122,0.186727,0.180308,0.533867,-0.160435,0.218596,0.248654,0.912101,-0.111818,0.259017,0.278926,0.868844,-0.123478,0.220082,0.291643,0.942997,,,,,,,,,,-0.136815,0.238999,0.266384,-0.139099,0.283764,0.231089,-0.026352,0.185647,0.179681,-0.160769,0.219200,0.248795,-0.112042,0.259277,0.279047,-0.123311,0.219989,0.291821
75,1.250000,0.049358,-0.047779,0.939230,0.336345,-0.029763,0.186348,0.179764,0.000920,-0.140042,0.239094,0.263992,0.872540,-0.141530,0.282845,0.228479,0.859724,-0.029767,0.186348,0.179762,0.497049,-0.163296,0.217953,0.245829,0.828986,-0.115324,0.258638,0.276770,0.914931,-0.127055,0.219700,0.289414,0.914489,,,,,,,,,,-0.140036,0.238592,0.263907,-0.141960,0.283202,0.228436,-0.028153,0.185328,0.179128,-0.163552,0.218578,0.245939,-0.115658,0.258662,0.276836,-0.126841,0.219704,0.289681
76,1.266667,0.042142,-0.048697,0.940414,0.333878,-0.031422,0.186247,0.179148,0.000925,-0.143156,0.238726,0.261606,0.846775,-0.144330,0.282364,0.225943,0.872876,-0.031426,0.186247,0.179146,0.488561,-0.166045,0.217423,0.243171,0.836997,-0.118718,0.258423,0.274682,0.900501,-0.130450,0.219469,0.287273,0.931702,,,,,,,,,,-0.143132,0.238128,0.261473,-0.144721,0.282688,0.225915,-0.029808,0.185180,0.178492,-0.166371,0.217980,0.243264,-0.118967,0.258686,0.274847,-0.130289,0.219436,0.287491
77,1.283333,0.034751,-0.050464,0.941406,0.331664,-0.033066,0.186056,0.178387,0.000920,-0.146261,0.238214,0.259036,0.846775,-0.147059,0.281794,0.223291,0.872876,-0.033070,0.186056,0.178385,0.488561,-0.168780,0.216793,0.240284,0.836997,-0.122105,0.258028,0.272456,0.900501,-0.133876,0.219046,0.284925,0.931702,,,,,,,,,,-0.146234,0.237719,0.258946,-0.147496,0.282151,0.223233,-0.031412,0.185024,0.177814,-0.169049,0.217399,0.240382,-0.122430,0.258046,0.272524,-0.133679,0.219063,0.285185
78,1.300000,0.026511,-0.050954,0.942580,0.329003,-0.034610,0.185922,0.177684,0.000905,-0.149351,0.237876,0.256254,0.853559,-0.149782,0.281292,0.220305,0.866283,-0.034614,0.185922,0.177682,0.507388,-0.171458,0.216260,0.237238,0.844919,-0.125512,0.257868,0.269973,0.891578,-0.137293,0.218884,0.282426,0.926313,,,,,,,,,,-0.149313,0.237307,0.256121,-0.150198,0.281628,0.220286,-0.033077,0.184849,0.177074,-0.171753,0.216803,0.237291,-0.125799,0.258143,0.270147,-0.137122,0.218850,0.282664
79,1.316667,0.017714,-0.051136,0.943339,0.327389,-0.036168,0.185582,0.176903,0.000877,-0.152356,0.237653,0.253239,0.853559,-0.152291,0.280873,0.217050,0.866283,-0.036172,0.185582,0.176901,0.507388,-0.174082,0.215875,0.233970,0.844919,-0.128804,0.257783,0.267249,0.891578,-0.140693,0.218835,0.279714,0.926313,,,,,,,,,,-0.152318,0.237072,0.253097,-0.152709,0.281226,0.217038,-0.034722,0.184548,0.176311,-0.174366,0.216397,0.234017,-0.129114,0.258080,0.267447,-0.140520,0.218816,0.279948
80,1.333333,0.006619,-0.049809,0.945017,0.323139,-0.037162,0.185463,0.176480,0.000914,-0.155306,0.237325,0.249898,0.938251,-0.154839,0.280191,0.213294,0.811249,-0.037166,0.185462,0.176478,0.542272,-0.176457,0.215186,0.230403,0.904005,-0.132208,0.257782,0.264190,0.869204,-0.144042,0.218861,0.276791,0.927851,,,,,,,,,,-0.155330,0.237088,0.249836,-0.155114,0.280883,0.213417,-0.035987,0.184255,0.175768,-0.176667,0.214900,0.230257,-0.132456,0.258169,0.264439,-0.143959,0.218996,0.277033
81,1.350000,-0.002504,-0.048768,0.945593,0.321666,-0.038603,0.185259,0.175690,0.000919,-0.158073,0.237423,0.246710,0.938251,-0.157087,0.280000,0.209780,0.811249,-0.038607,0.185259,0.175688,0.542272,-0.178846,0.215082,0.227040,0.904005,-0.135263,0.258045,0.261223,0.869204,-0.147220,0.219198,0.273933,0.927851,,,,,,,,,,-0.158102,0.237191,0.246644,-0.157348,0.280676,0.209877,-0.037358,0.184071,0.175012,-0.179097,0.214823,0.226920,-0.135522,0.258403,0.261447,-0.147123,0.219324,0.274178
82,1.366667,-0.011684,-0.047739,0.946173,0.319907,-0.040062,0.184998,0.174834,0.000909,-0.160856,0.237379,0.243414,0.938381,-0.159363,0.279665,0.206169,0.815487,-0.040066,0.184997,0.174832,0.546600,-0.181233,0.214823,0.223574,0.904238,-0.138350,0.258180,0.258145,0.866493,-0.150414,0.219400,0.270960,0.922749,,,,,,,,,,-0.160873,0.237146,0.243334,-0.159639,0.280343,0.206269,-0.038866,0.183809,0.174173,-0.181447,0.214543,0.223425,-0.138628,0.258559,0.258399,-0.150324,0.219544,0.271218
83,1.383333,-0.019856,-0.047333,0.946624,0.318226,-0.041487,0.184890,0.173867,0.000913,-0.163457,0.237356,0.240264,0.938381,-0.161504,0.279420,0.202790,0.815487,-0.041490,0.184890,0.173865,0.546600,-0.183468,0.214625,0.220253,0.904238,-0.141235,0.258307,0.255212,0.866493,-0.153393,0.219573,0.268077,0.922749,,,,,,,,,,-0.163476,0.237133,0.240188,-0.161785,0.280089,0.202904,-0.040257,0.183699,0.173241,-0.183703,0.214330,0.220082,-0.141494,0.258675,0.255440,-0.153306,0.219738,0.268341
84,1.400000,-0.028111,-0.046867,0.946953,0.316690,-0.042917,0.184705,0.172834,0.000899,-0.166019,0.237294,0.237009,0.943860,-0.163582,0.279129,0.199307,0.821392,-0.042921,0.184705,0.172832,0.549222,-0.185666,0.214392,0.216833,0.899833,-0.144079,0.258390,0.252167,0.874311,-0.156346,0.219708,0.265084,0.916653,,,,,,,,,,-0.166059,0.237085,0.236939,-0.163855,0.279782,0.199405,-0.041687,0.183541,0.172221,-0.185886,0.214104,0.216662,-0.144360,0.258736,0.252401,-0.156251,0.219885,0.265350
