Format Version,1.23,Take Name,charlie_nziz_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.51.42.572 PM,Total Frames in Take,271,Total Exported Frames,271,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
134,2.233333,0.597206,0.704514,-0.024493,-0.382629,0.046266,0.242702,0.059113,0.000929,0.027566,0.389926,0.062744,0.938180,0.025562,0.384760,0.118841,0.970863,0.046269,0.242704,0.059114,0.316799,0.063532,0.394014,0.060033,0.960306,-0.005052,0.381469,0.067298,0.902016,0.015624,0.387073,0.030491,0.951969,,,,0.027333,0.390043,0.062797,0.025534,0.384729,0.118919,0.048419,0.240461,0.059547,0.063468,0.394009,0.060021,-0.004907,0.381699,0.067216,0.015534,0.387044,0.030400
135,2.250000,0.599971,0.704884,-0.029302,-0.377247,0.046927,0.242783,0.058374,0.000916,0.028150,0.390036,0.059709,0.951667,0.026021,0.385728,0.115874,0.971731,0.046930,0.242785,0.058375,0.271253,0.064120,0.394100,0.057017,0.974497,-0.004474,0.381633,0.064318,0.929106,0.016282,0.386684,0.027476,0.960716,,,,0.028033,0.390186,0.059744,0.025956,0.385725,0.115967,0.048751,0.240512,0.058496,0.064020,0.394079,0.057010,-0.004386,0.381899,0.064278,0.016162,0.386683,0.027375
136,2.266667,0.602280,0.703830,-0.033876,-0.375147,0.047993,0.242547,0.057188,0.000857,0.029357,0.389824,0.056997,0.940131,0.027404,0.386123,0.113211,0.970377,0.047997,0.242549,0.057189,0.351487,0.065322,0.393824,0.054147,0.962991,-0.003260,0.381502,0.061800,0.892497,0.017383,0.386136,0.024840,0.947631,,,,0.029214,0.390014,0.057019,0.027321,0.386116,0.113295,0.049525,0.240469,0.057445,0.065220,0.393719,0.054127,-0.003204,0.381924,0.061738,0.017222,0.386227,0.024742
137,2.283333,0.606907,0.700880,-0.038759,-0.372730,0.048463,0.242154,0.056336,0.000817,0.030741,0.389529,0.054242,0.940131,0.029014,0.386596,0.110509,0.970377,0.048467,0.242156,0.056337,0.351487,0.066717,0.393265,0.051182,0.962991,-0.001905,0.381478,0.059298,0.892497,0.018603,0.385484,0.022190,0.947631,,,,0.030602,0.389748,0.054275,0.028942,0.386602,0.110581,0.049657,0.240164,0.056572,0.066607,0.393128,0.051165,-0.001864,0.381975,0.059218,0.018438,0.385643,0.022096
138,2.300000,0.609821,0.699886,-0.042665,-0.369401,0.049059,0.241958,0.055559,0.000792,0.031648,0.389336,0.051742,0.930001,0.029948,0.387069,0.108040,0.960636,0.049062,0.241960,0.055561,0.457660,0.067630,0.392959,0.048617,0.949437,-0.001012,0.381413,0.056911,0.865010,0.019482,0.384940,0.019746,0.940574,,,,0.031514,0.389580,0.051772,0.029852,0.387149,0.108136,0.050090,0.240050,0.055599,0.067534,0.392781,0.048612,-0.000965,0.381948,0.056855,0.019313,0.385087,0.019666
139,2.316667,0.613622,0.697674,-0.045852,-0.366902,0.049690,0.241384,0.054697,0.000697,0.033075,0.388806,0.049360,0.930001,0.031460,0.387140,0.105682,0.960636,0.049693,0.241386,0.054698,0.457660,0.069070,0.392200,0.046137,0.949437,0.000381,0.381117,0.054667,0.865010,0.020829,0.384141,0.017433,0.940574,,,,0.032948,0.389077,0.049370,0.031387,0.387150,0.105763,0.050452,0.239754,0.054872,0.068994,0.391987,0.046128,0.000394,0.381743,0.054591,0.020650,0.384392,0.017325
140,2.333333,0.617666,0.695089,-0.051880,-0.364211,0.050222,0.240839,0.054221,0.000535,0.034184,0.388233,0.046769,0.929499,0.032855,0.387413,0.103117,0.968660,0.050225,0.240841,0.054222,0.683965,0.070176,0.391428,0.043311,0.929883,0.001487,0.380761,0.052358,0.833436,0.021754,0.383144,0.014978,0.919374,,,,0.034074,0.388492,0.046785,0.032779,0.387446,0.103211,0.050701,0.239674,0.054317,0.070109,0.391156,0.043296,0.001523,0.381421,0.052276,0.021588,0.383405,0.014887
141,2.350000,0.621726,0.692142,-0.056115,-0.362280,0.050397,0.240327,0.053454,0.000507,0.035209,0.387720,0.044369,0.929499,0.034117,0.387558,0.100728,0.968660,0.050400,0.240330,0.053455,0.683965,0.071204,0.390658,0.040722,0.929883,0.002492,0.380510,0.050182,0.833436,0.022611,0.382340,0.012692,0.919374,,,,0.035103,0.387965,0.044391,0.034060,0.387603,0.100812,0.050793,0.239233,0.053543,0.071126,0.390451,0.040727,0.002556,0.381125,0.050092,0.022455,0.382570,0.012597
142,2.366667,0.626786,0.688917,-0.060906,-0.358920,0.050631,0.240184,0.053008,0.000485,0.036468,0.387531,0.041781,0.929891,0.035551,0.388212,0.098139,0.973737,0.050634,0.240186,0.053009,0.723717,0.072471,0.390156,0.037982,0.940131,0.003718,0.380643,0.047800,0.841492,0.023733,0.381773,0.010226,0.930160,,,,0.036369,0.387794,0.041778,0.035507,0.388242,0.098230,0.051007,0.239150,0.053108,0.072393,0.389930,0.038006,0.003768,0.381267,0.047697,0.023579,0.381985,0.010131
143,2.383333,0.629966,0.687378,-0.064321,-0.355693,0.051001,0.240108,0.052283,0.000483,0.037342,0.387368,0.039411,0.929891,0.036460,0.388684,0.095758,0.973737,0.051005,0.240110,0.052284,0.723717,0.073352,0.389825,0.035563,0.940131,0.004572,0.380662,0.045524,0.841492,0.024569,0.381300,0.007929,0.930160,,,,0.037247,0.387616,0.039412,0.036394,0.388730,0.095846,0.051393,0.239082,0.052390,0.073270,0.389555,0.035578,0.004639,0.381299,0.045419,0.024407,0.381537,0.007837
144,2.400000,0.633807,0.683859,-0.068211,-0.354927,0.051315,0.239729,0.051346,0.000474,0.038585,0.386952,0.037152,0.932786,0.038044,0.388808,0.093489,0.970538,0.051319,0.239732,0.051347,0.729656,0.074588,0.389124,0.033072,0.930736,0.005807,0.380529,0.043519,0.837137,0.025586,0.380673,0.005804,0.921914,,,,0.038495,0.387205,0.037162,0.037973,0.388828,0.093581,0.051696,0.238726,0.051471,0.074520,0.388855,0.033075,0.005861,0.381171,0.043423,0.025428,0.380915,0.005685
145,2.416667,0.637610,0.680886,-0.071190,-0.353241,0.051497,0.239446,0.050406,0.000488,0.039697,0.386611,0.034878,0.932786,0.039342,0.388995,0.091196,0.970538,0.051501,0.239448,0.050407,0.729656,0.075700,0.388506,0.030669,0.930736,0.006897,0.380465,0.041404,0.837137,0.026560,0.380127,0.003630,0.921914,,,,0.039601,0.386874,0.034882,0.039280,0.389032,0.091280,0.051870,0.238400,0.050533,0.075618,0.388262,0.030682,0.006970,0.381095,0.041282,0.026406,0.380349,0.003541
146,2.433333,0.640033,0.678518,-0.072544,-0.353142,0.051700,0.239054,0.049011,0.000520,0.040641,0.386217,0.032925,0.933962,0.040464,0.388829,0.089234,0.969495,0.051704,0.239057,0.049012,0.699897,0.076642,0.387903,0.028604,0.943638,0.007828,0.380274,0.039572,0.843743,0.027378,0.379679,0.001742,0.922140,,,,0.040548,0.386464,0.032922,0.040401,0.388876,0.089328,0.052081,0.237926,0.049158,0.076557,0.387694,0.028618,0.007906,0.380885,0.039466,0.027225,0.379923,0.001622
147,2.450000,0.644169,0.674899,-0.075953,-0.351837,0.051885,0.238622,0.048013,0.000515,0.041874,0.385702,0.030542,0.933962,0.041976,0.388862,0.086823,0.969495,0.051888,0.238624,0.048014,0.699897,0.077867,0.387069,0.026041,0.943638,0.009047,0.380075,0.037394,0.843743,0.028419,0.378963,-0.000516,0.922140,,,,0.041776,0.385957,0.030535,0.041920,0.388886,0.086918,0.052256,0.237510,0.048179,0.077785,0.386861,0.026057,0.009125,0.380696,0.037274,0.028267,0.379206,-0.000640
148,2.466667,0.646468,0.672871,-0.078671,-0.350905,0.052243,0.238250,0.046616,0.000525,0.042711,0.385244,0.028179,0.932414,0.043012,0.388786,0.084436,0.965037,0.052246,0.238253,0.046617,0.698860,0.078693,0.386448,0.023550,0.942550,0.009887,0.379785,0.035177,0.841652,0.029128,0.378344,-0.002788,0.928069,,,,0.042620,0.385499,0.028183,0.042945,0.388863,0.084532,0.052612,0.237113,0.046756,0.078605,0.386237,0.023570,0.009983,0.380399,0.035060,0.028973,0.378556,-0.002906
149,2.483333,0.649328,0.668504,-0.080849,-0.353469,0.052562,0.237402,0.044688,0.000503,0.044096,0.384428,0.025991,0.932414,0.044927,0.388095,0.082235,0.965037,0.052566,0.237404,0.044689,0.698860,0.080044,0.385320,0.021040,0.942550,0.011291,0.379259,0.033293,0.841652,0.030181,0.377571,-0.004838,0.928069,,,,0.043998,0.384683,0.025990,0.044869,0.388151,0.082335,0.052932,0.236320,0.044833,0.079945,0.385061,0.021065,0.011377,0.379893,0.033170,0.030038,0.377809,-0.004964
150,2.500000,0.652968,0.664385,-0.084681,-0.353631,0.052952,0.236675,0.043124,0.000483,0.045448,0.383604,0.023289,0.933467,0.046730,0.387722,0.079493,0.970521,0.052955,0.236677,0.043125,0.724124,0.081363,0.384185,0.018062,0.926656,0.012661,0.378744,0.030879,0.830640,0.031249,0.376603,-0.007378,0.922439,,,,0.045350,0.383852,0.023274,0.046672,0.387747,0.079593,0.053315,0.235646,0.043283,0.081272,0.383907,0.018090,0.012741,0.379403,0.030742,0.031100,0.376850,-0.007492
151,2.516667,0.655555,0.662112,-0.087955,-0.352307,0.053481,0.235994,0.041420,0.000480,0.046469,0.382782,0.020393,0.934038,0.047976,0.387360,0.076556,0.969942,0.053484,0.235996,0.041421,0.725489,0.082368,0.383179,0.015030,0.925195,0.013693,0.378112,0.028143,0.829136,0.032130,0.375582,-0.010162,0.922965,,,,0.046379,0.383030,0.020389,0.047910,0.387387,0.076653,0.053842,0.234971,0.041583,0.082274,0.382896,0.015052,0.013778,0.378775,0.028002,0.031982,0.375825,-0.010278
152,2.533333,0.659840,0.656472,-0.092277,-0.353753,0.053733,0.234918,0.039396,0.000515,0.047997,0.381602,0.017287,0.934038,0.050159,0.386602,0.073393,0.969942,0.053737,0.234920,0.039396,0.725489,0.083837,0.381588,0.011535,0.925195,0.015260,0.377331,0.025426,0.829136,0.033255,0.374313,-0.013054,0.922965,,,,0.047905,0.381857,0.017265,0.050093,0.386633,0.073502,0.054093,0.233819,0.039581,0.083753,0.381338,0.011561,0.015364,0.377970,0.025275,0.033091,0.374568,-0.013172
153,2.550000,0.663973,0.651721,-0.095989,-0.353817,0.054136,0.233744,0.037382,0.000521,0.049559,0.380280,0.014053,0.930609,0.052194,0.385740,0.070096,0.967024,0.054140,0.233746,0.037382,0.698408,0.085353,0.379890,0.008031,0.934333,0.016848,0.376377,0.022475,0.837347,0.034521,0.372866,-0.016112,0.922721,,,,0.049479,0.380546,0.014046,0.052126,0.385802,0.070190,0.054491,0.232606,0.037560,0.085264,0.379644,0.008061,0.016950,0.377003,0.022329,0.034364,0.373104,-0.016231
154,2.566667,0.672258,0.642863,-0.097606,-0.353933,0.052768,0.232641,0.035305,0.000125,0.051164,0.379015,0.010604,0.930609,0.054311,0.384945,0.066572,0.967024,0.052771,0.232643,0.035305,0.698408,0.086897,0.377799,0.004340,0.934333,0.018437,0.375895,0.019288,0.837347,0.035757,0.371641,-0.019385,0.922721,,,,0.051111,0.379112,0.010623,0.054306,0.384890,0.066700,,,,0.086834,0.377815,0.004345,0.018635,0.375972,0.019215,0.035678,0.371504,-0.019464
155,2.583333,0.672752,0.641855,-0.105469,-0.352567,0.055237,0.231266,0.033545,0.000519,0.052829,0.377311,0.007036,0.930050,0.056480,0.383954,0.062894,0.969805,0.055241,0.231268,0.033546,0.698471,0.088507,0.376153,0.000451,0.924367,0.020198,0.374177,0.016068,0.823552,0.037170,0.369505,-0.022711,0.909100,,,,0.052735,0.377574,0.007018,0.056422,0.383939,0.062999,0.055615,0.230148,0.033793,0.088400,0.375873,0.000493,0.020303,0.374853,0.015896,0.037013,0.369790,-0.022873
156,2.600000,0.682131,0.631923,-0.107064,-0.352007,0.053577,0.229992,0.031431,0.000121,0.054518,0.375741,0.003247,0.930050,0.058696,0.382931,0.059000,0.969805,0.053581,0.229994,0.031431,0.698471,0.090113,0.373644,-0.003549,0.924367,0.021881,0.373500,0.012520,0.823552,0.038480,0.367976,-0.026308,0.909100,,,,0.054469,0.375827,0.003267,0.058684,0.382880,0.059114,,,,0.090056,0.373666,-0.003540,0.022087,0.373575,0.012457,0.038394,0.367845,-0.026387
157,2.616667,0.687218,0.625992,-0.112370,-0.351053,0.054007,0.228499,0.029508,0.000124,0.056222,0.373856,-0.000562,0.974567,0.060988,0.381715,0.055054,0.967136,0.054010,0.228501,0.029508,0.000000,0.091729,0.371294,-0.007653,0.985086,0.023650,0.372082,0.009034,0.943438,0.039832,0.365884,-0.029868,0.956996,,,,0.056175,0.373945,-0.000546,0.060975,0.381671,0.055177,,,,0.091673,0.371311,-0.007647,0.023856,0.372145,0.008966,0.039743,0.365759,-0.029945
158,2.633333,0.692366,0.619696,-0.117884,-0.350299,0.054423,0.226857,0.027624,0.000121,0.057937,0.371781,-0.004356,0.974567,0.063342,0.380304,0.051103,0.967136,0.054427,0.226859,0.027625,0.000000,0.093341,0.368732,-0.011762,0.985086,0.025444,0.370493,0.005582,0.943438,0.041168,0.363614,-0.033394,0.956996,,,,0.057889,0.371858,-0.004345,0.063333,0.380265,0.051227,,,,0.093280,0.368752,-0.011757,0.025647,0.370551,0.005504,0.041083,0.363498,-0.033457
159,2.650000,0.697452,0.613614,-0.123635,-0.348930,0.054876,0.225193,0.025906,0.001055,0.059583,0.369611,-0.008141,0.968607,0.065597,0.378851,0.047140,0.969687,0.054880,0.225195,0.025906,0.232150,0.094882,0.366090,-0.015830,0.976536,0.027173,0.368802,0.002114,0.936795,0.042459,0.361215,-0.036904,0.963070,,,,0.059527,0.369724,-0.008140,0.065580,0.378844,0.047260,0.055624,0.222335,0.026742,0.094805,0.366144,-0.015833,0.027380,0.368904,0.002011,0.042356,0.361133,-0.036972
160,2.666667,0.702130,0.608323,-0.129183,-0.346798,0.055343,0.223582,0.024308,0.001042,0.061038,0.367451,-0.011849,0.968607,0.067559,0.377429,0.043246,0.969687,0.055347,0.223584,0.024308,0.232150,0.096245,0.363510,-0.019754,0.976536,0.028703,0.367073,-0.001337,0.936795,0.043620,0.358794,-0.040357,0.963070,,,,0.060974,0.367573,-0.011854,0.067541,0.377437,0.043374,0.056125,0.220778,0.025117,0.096169,0.363568,-0.019761,0.028902,0.367186,-0.001447,0.043514,0.358730,-0.040432
161,2.683333,0.707205,0.602023,-0.135429,-0.345093,0.055706,0.221956,0.022824,0.000127,0.062509,0.365196,-0.015567,0.979376,0.069672,0.375936,0.039304,0.966178,0.055709,0.221957,0.022824,0.000000,0.097595,0.360773,-0.023752,0.982683,0.030276,0.365310,-0.004738,0.942981,0.044724,0.356290,-0.043771,0.960638,,,,0.062455,0.365258,-0.015562,0.069675,0.375910,0.039437,,,,0.097532,0.360799,-0.023737,0.030482,0.365356,-0.004825,0.044632,0.356181,-0.043838
162,2.700000,0.711929,0.596201,-0.141775,-0.342931,0.056106,0.220373,0.021527,0.000127,0.063828,0.362934,-0.019150,0.979376,0.071591,0.374458,0.035481,0.966178,0.056110,0.220375,0.021527,0.000000,0.098797,0.358069,-0.027582,0.982683,0.031699,0.363507,-0.008033,0.942981,0.045707,0.353753,-0.047050,0.960638,,,,0.063782,0.362999,-0.019135,0.071589,0.374424,0.035613,,,,0.098742,0.358102,-0.027575,0.031902,0.363565,-0.008130,0.045607,0.353629,-0.047108
163,2.716667,0.716169,0.591115,-0.147486,-0.340490,0.056574,0.218853,0.020243,0.000125,0.065076,0.360740,-0.022577,0.978375,0.073339,0.373000,0.031819,0.965503,0.056577,0.218854,0.020242,0.000000,0.099942,0.355482,-0.031198,0.984068,0.033037,0.361724,-0.011231,0.943109,0.046675,0.351293,-0.050204,0.958692,,,,0.065033,0.360815,-0.022581,0.073332,0.372972,0.031954,,,,0.099884,0.355507,-0.031188,0.033244,0.361771,-0.011313,0.046577,0.351174,-0.050262
164,2.733333,0.720275,0.586051,-0.152994,-0.338144,0.057055,0.217323,0.019132,0.000120,0.066320,0.358521,-0.025758,0.978375,0.075079,0.371485,0.028397,0.965503,0.057059,0.217325,0.019132,0.000000,0.101080,0.352872,-0.034557,0.984068,0.034375,0.359913,-0.014194,0.943109,0.047644,0.348827,-0.053113,0.958692,,,,0.066267,0.358588,-0.025769,0.075073,0.371456,0.028521,,,,0.101022,0.352902,-0.034540,0.034582,0.359961,-0.014269,0.047553,0.348710,-0.053167
165,2.750000,0.724404,0.580523,-0.157719,-0.336686,0.057489,0.215657,0.017998,0.000123,0.067698,0.356211,-0.028673,0.978121,0.076987,0.369747,0.025253,0.968909,0.057493,0.215659,0.017998,0.000000,0.102337,0.350136,-0.037664,0.984766,0.035856,0.358036,-0.016887,0.942077,0.048726,0.346359,-0.055767,0.959622,,,,0.067644,0.356280,-0.028677,0.076978,0.369719,0.025374,,,,0.102286,0.350166,-0.037649,0.036069,0.358081,-0.016967,0.048627,0.346243,-0.055819
166,2.766667,0.728675,0.574895,-0.161218,-0.335465,0.057804,0.213916,0.016897,0.000124,0.069179,0.353861,-0.031310,0.980226,0.078939,0.367863,0.022414,0.967230,0.057808,0.213918,0.016897,0.000000,0.103697,0.347333,-0.040446,0.983209,0.037430,0.356141,-0.019351,0.943778,0.049939,0.343925,-0.058184,0.962210,,,,0.069120,0.353915,-0.031309,0.078947,0.367848,0.022544,,,,0.103641,0.347365,-0.040427,0.037632,0.356173,-0.019445,0.049843,0.343823,-0.058240
167,2.783333,0.732787,0.569368,-0.164298,-0.334439,0.058148,0.212120,0.015907,0.000125,0.070694,0.351472,-0.033706,0.980226,0.080907,0.365884,0.019825,0.967230,0.058151,0.212122,0.015907,0.000000,0.105090,0.344498,-0.042973,0.983209,0.039040,0.354196,-0.021591,0.943778,0.051199,0.341481,-0.060374,0.962210,,,,0.070642,0.351541,-0.033709,0.080899,0.365856,0.019961,,,,0.105032,0.344534,-0.042969,0.039255,0.354246,-0.021682,0.051101,0.341354,-0.060421
168,2.800000,0.736556,0.564224,-0.167047,-0.333516,0.058502,0.210424,0.014912,0.000123,0.072136,0.349213,-0.035978,0.977971,0.082767,0.363988,0.017372,0.968612,0.058506,0.210426,0.014911,0.000000,0.106414,0.341825,-0.045361,0.983186,0.040573,0.352349,-0.023725,0.943125,0.052406,0.339180,-0.062457,0.960460,,,,0.072088,0.349287,-0.035985,0.082769,0.363970,0.017496,,,,0.106357,0.341853,-0.045337,0.040780,0.352372,-0.023816,0.052300,0.339074,-0.062508
169,2.816667,0.739813,0.560550,-0.169845,-0.331080,0.058927,0.208997,0.014130,0.000126,0.073306,0.347172,-0.038204,0.977971,0.084179,0.362418,0.014965,0.968612,0.058931,0.208998,0.014130,0.000000,0.107510,0.339469,-0.047603,0.983186,0.041798,0.350634,-0.025897,0.943125,0.053440,0.336998,-0.064526,0.960460,,,,0.073265,0.347230,-0.038215,0.084173,0.362396,0.015100,,,,0.107458,0.339509,-0.047592,0.042009,0.350675,-0.025994,0.053329,0.336881,-0.064565
170,2.833333,0.743487,0.556504,-0.173202,-0.327921,0.059314,0.207592,0.013537,0.000130,0.074480,0.345015,-0.040526,0.979556,0.085611,0.360836,0.012421,0.964785,0.059318,0.207594,0.013537,0.000000,0.108604,0.336965,-0.049927,0.982975,0.043032,0.348843,-0.028174,0.941672,0.054469,0.334656,-0.066666,0.960671,,,,0.074430,0.345078,-0.040541,0.085617,0.360824,0.012561,,,,0.108548,0.336999,-0.049908,0.043240,0.348865,-0.028278,0.054361,0.334549,-0.066706
171,2.850000,0.747549,0.551469,-0.177412,-0.324927,0.059668,0.206143,0.013082,0.000121,0.075693,0.342693,-0.042912,0.979556,0.087211,0.359136,0.009762,0.964785,0.059672,0.206144,0.013082,0.000000,0.109703,0.334235,-0.052365,0.982975,0.044338,0.346946,-0.030463,0.941672,0.055470,0.332146,-0.068813,0.960671,,,,0.075634,0.342743,-0.042927,0.087207,0.359122,0.009896,,,,0.109657,0.334273,-0.052355,0.044544,0.346984,-0.030543,0.055373,0.332033,-0.068862
172,2.866667,0.751374,0.546487,-0.181595,-0.322201,0.060020,0.204858,0.012536,0.000122,0.076840,0.340540,-0.045304,0.977695,0.088761,0.357570,0.007093,0.964701,0.060024,0.204859,0.012535,0.000000,0.110733,0.331688,-0.054819,0.981516,0.045585,0.345205,-0.032753,0.943200,0.056400,0.329822,-0.070963,0.959189,,,,0.076783,0.340598,-0.045340,0.088766,0.357552,0.007233,,,,0.110679,0.331733,-0.054796,0.045792,0.345243,-0.032839,0.056299,0.329701,-0.071004
173,2.883333,0.754905,0.542358,-0.184786,-0.319092,0.060323,0.203752,0.011978,0.000121,0.077910,0.338615,-0.047524,0.977695,0.090095,0.356186,0.004633,0.964701,0.060327,0.203753,0.011977,0.000000,0.111714,0.329417,-0.057026,0.981516,0.046723,0.343645,-0.034944,0.943200,0.057325,0.327733,-0.072998,0.959189,,,,0.077858,0.338665,-0.047542,0.090090,0.356164,0.004757,,,,0.111662,0.329468,-0.057007,0.046938,0.343690,-0.035025,0.057220,0.327609,-0.073043
174,2.900000,0.758758,0.537336,-0.187937,-0.316600,0.060592,0.202492,0.011466,0.000121,0.079135,0.336502,-0.049650,0.979564,0.091677,0.354562,0.002254,0.967337,0.060596,0.202493,0.011466,0.000000,0.112820,0.326897,-0.059173,0.979472,0.048043,0.341952,-0.037011,0.943272,0.058356,0.325512,-0.074919,0.958900,,,,0.079090,0.336562,-0.049683,0.091684,0.354544,0.002383,,,,0.112762,0.326946,-0.059142,0.048248,0.341980,-0.037104,0.058247,0.325394,-0.074954
175,2.916667,0.762670,0.532029,-0.190947,-0.314356,0.060873,0.201186,0.011004,0.000122,0.080436,0.334328,-0.051675,0.979564,0.093361,0.352842,-0.000025,0.967337,0.060877,0.201188,0.011003,0.000000,0.113989,0.324297,-0.061224,0.979472,0.049449,0.340214,-0.038973,0.943272,0.059450,0.323256,-0.076736,0.958900,,,,0.080384,0.334390,-0.051707,0.093359,0.352825,0.000111,,,,0.113936,0.324344,-0.061205,0.049662,0.340251,-0.039053,0.059344,0.323128,-0.076779
176,2.933333,0.766308,0.527351,-0.193740,-0.311670,0.061104,0.200249,0.010495,0.000127,0.081571,0.332519,-0.053720,0.973033,0.094802,0.351500,-0.002318,0.971452,0.061108,0.200250,0.010495,0.000000,0.115011,0.322106,-0.063255,0.980781,0.050671,0.338801,-0.040995,0.937256,0.060420,0.321342,-0.078596,0.960193,,,,0.081481,0.332577,-0.053705,0.094811,0.351483,-0.002206,,,,0.114958,0.322157,-0.063235,0.050901,0.338825,-0.041093,0.060324,0.321225,-0.078646
177,2.950000,0.769196,0.524348,-0.196743,-0.307716,0.061523,0.199624,0.009969,0.000123,0.082472,0.331013,-0.055878,0.973033,0.095846,0.350562,-0.004727,0.971452,0.061527,0.199625,0.009969,0.000000,0.115857,0.320343,-0.065324,0.980781,0.051615,0.337581,-0.043195,0.937256,0.061244,0.319624,-0.080591,0.960193,,,,0.082415,0.331066,-0.055916,0.095847,0.350552,-0.004593,,,,0.115808,0.320393,-0.065299,0.051830,0.337614,-0.043264,0.061134,0.319498,-0.080644
178,2.966667,0.772157,0.520394,-0.200894,-0.304313,0.061994,0.198876,0.009471,0.000124,0.083364,0.329287,-0.058160,0.973102,0.097051,0.349426,-0.007321,0.965384,0.061998,0.198877,0.009471,0.000000,0.116652,0.318318,-0.067602,0.980914,0.052594,0.336183,-0.045438,0.940947,0.061974,0.317692,-0.082637,0.958840,,,,0.083302,0.329351,-0.058221,0.097062,0.349414,-0.007184,,,,0.116610,0.318368,-0.067563,0.052807,0.336194,-0.045540,0.061854,0.317580,-0.082650
179,2.983333,0.775320,0.515336,-0.205676,-0.301670,0.062476,0.197935,0.009066,0.000128,0.084331,0.327300,-0.060395,0.973102,0.098490,0.348000,-0.009912,0.965384,0.062480,0.197936,0.009066,0.000000,0.117479,0.315971,-0.069906,0.980914,0.053694,0.334582,-0.047567,0.940947,0.062701,0.315542,-0.084581,0.958840,,,,0.084263,0.327358,-0.060395,0.098497,0.347987,-0.009800,,,,0.117452,0.316022,-0.069879,0.053908,0.334595,-0.047671,0.062575,0.315433,-0.084616
180,3.000000,0.778113,0.509809,-0.210688,-0.300410,0.063063,0.196597,0.008576,0.000130,0.085328,0.325009,-0.062505,0.974953,0.100088,0.346151,-0.012378,0.971445,0.063067,0.196598,0.008575,0.000000,0.118302,0.313312,-0.072174,0.981673,0.054862,0.332675,-0.049495,0.939004,0.063397,0.313156,-0.086371,0.957155,,,,0.085254,0.325075,-0.062515,0.100101,0.346143,-0.012265,,,,0.118266,0.313363,-0.072136,0.055085,0.332676,-0.049594,0.063272,0.313047,-0.086414
181,3.016667,0.781604,0.502472,-0.215154,-0.300543,0.063351,0.195055,0.008102,0.000122,0.086477,0.322502,-0.064426,0.977073,0.102001,0.343934,-0.014654,0.967369,0.063355,0.195056,0.008102,0.000000,0.119205,0.310306,-0.074310,0.980933,0.056240,0.330669,-0.051187,0.938695,0.064162,0.310697,-0.087958,0.967155,,,,0.086417,0.322571,-0.064412,0.102000,0.343938,-0.014523,,,,0.119138,0.310340,-0.074324,0.056454,0.330662,-0.051308,0.064077,0.310598,-0.087969
182,3.033333,0.784081,0.497006,-0.218098,-0.301059,0.063880,0.193267,0.007377,0.000130,0.087675,0.320054,-0.066085,0.977073,0.103768,0.341634,-0.016558,0.967369,0.063884,0.193268,0.007377,0.000000,0.120213,0.307489,-0.076135,0.980933,0.057616,0.328586,-0.052675,0.938695,0.065077,0.308322,-0.089381,0.967155,,,,0.087600,0.320122,-0.066073,0.103777,0.341624,-0.016447,,,,0.120178,0.307539,-0.076112,0.057837,0.328585,-0.052788,0.064956,0.308215,-0.089412
183,3.050000,0.787037,0.491494,-0.219845,-0.301122,0.064019,0.191517,0.006766,0.000126,0.088793,0.317617,-0.067549,0.972458,0.105352,0.339312,-0.018227,0.966452,0.064023,0.191518,0.006766,0.000000,0.121147,0.304651,-0.077682,0.980742,0.058890,0.326544,-0.054046,0.938548,0.065959,0.305990,-0.090668,0.965303,,,,0.088728,0.317707,-0.067547,0.105359,0.339317,-0.018093,,,,0.121076,0.304681,-0.077684,0.059107,0.326526,-0.054160,0.065871,0.305884,-0.090687
184,3.066667,0.789468,0.487142,-0.221161,-0.300866,0.064332,0.189767,0.006129,0.000124,0.089902,0.315279,-0.068910,0.972458,0.106809,0.337084,-0.019755,0.966452,0.064336,0.189768,0.006128,0.000000,0.122113,0.301992,-0.079085,0.980742,0.060121,0.324523,-0.055352,0.938548,0.066894,0.303725,-0.091893,0.965303,,,,0.089844,0.315356,-0.068889,0.106815,0.337091,-0.019625,,,,0.122043,0.302026,-0.079094,0.060333,0.324506,-0.055471,0.066803,0.303623,-0.091916
