Format Version,1.23,Take Name,charlie_nziz,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.10.33.114 AM,Total Frames in Take,370,Total Exported Frames,370,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
292,4.866667,0.716769,0.663391,-0.197067,-0.085553,0.055199,0.133439,0.022166,0.000156,0.055588,0.247490,-0.072861,0.957136,0.044545,0.280138,-0.028256,0.956279,0.055202,0.133441,0.022166,0.000000,0.091777,0.248765,-0.070335,0.964103,0.021833,0.244097,-0.070562,0.944620,0.048342,0.224323,-0.097393,0.939737,,,,,,,0.055597,0.247503,-0.073032,0.044558,0.280158,-0.028082,,,,0.091728,0.248869,-0.070248,0.022020,0.244138,-0.070674,0.048182,0.224144,-0.097371
293,4.883333,0.717530,0.662387,-0.197785,-0.085297,0.055104,0.132719,0.022248,0.000153,0.055694,0.246593,-0.072989,0.957136,0.044748,0.279348,-0.028438,0.956279,0.055107,0.132721,0.022248,0.000000,0.091886,0.247792,-0.070485,0.964103,0.021933,0.243279,-0.070665,0.944620,0.048382,0.223396,-0.097475,0.939737,,,,,,,0.055701,0.246616,-0.073169,0.044761,0.279354,-0.028280,,,,0.091837,0.247900,-0.070387,0.022123,0.243331,-0.070758,0.048221,0.223208,-0.097459
294,4.900000,0.718039,0.661535,-0.198898,-0.085032,0.055133,0.131898,0.022357,0.000158,0.055792,0.245554,-0.073141,0.954767,0.044952,0.278428,-0.028651,0.960261,0.055137,0.131901,0.022357,0.000000,0.091989,0.246701,-0.070683,0.961497,0.022028,0.242300,-0.070769,0.945494,0.048414,0.222314,-0.097565,0.937758,,,,,,,0.055811,0.245563,-0.073319,0.044961,0.278440,-0.028489,,,,0.091939,0.246815,-0.070584,0.022223,0.242352,-0.070865,0.048242,0.222128,-0.097552
295,4.916667,0.718261,0.660980,-0.200065,-0.084736,0.055060,0.130972,0.022429,0.000168,0.055683,0.244414,-0.073322,0.955178,0.044926,0.277396,-0.028892,0.959291,0.055063,0.130974,0.022429,0.000000,0.091884,0.245538,-0.070913,0.960210,0.021920,0.241191,-0.070900,0.944109,0.048256,0.221125,-0.097685,0.936386,,,,,,,0.055671,0.244418,-0.073512,0.044950,0.277423,-0.028713,,,,0.091815,0.245647,-0.070814,0.022130,0.241230,-0.071009,0.048101,0.220946,-0.097664
296,4.933333,0.718569,0.660437,-0.201066,-0.083990,0.054879,0.129965,0.022600,0.000159,0.055543,0.243152,-0.073454,0.952377,0.044829,0.276259,-0.029107,0.954240,0.054882,0.129968,0.022600,0.000000,0.091746,0.244256,-0.071063,0.959445,0.021779,0.239959,-0.071008,0.940003,0.048089,0.219803,-0.097751,0.940689,,,,,,,0.055546,0.243157,-0.073639,0.044864,0.276271,-0.028947,,,,0.091708,0.244383,-0.070947,0.021959,0.239991,-0.071125,0.047910,0.219627,-0.097724
297,4.950000,0.718987,0.659712,-0.202290,-0.083167,0.054755,0.128831,0.022878,0.000180,0.055479,0.241713,-0.073533,0.948804,0.044827,0.274972,-0.029285,0.960087,0.054758,0.128834,0.022878,0.000000,0.091684,0.242787,-0.071169,0.937203,0.021713,0.238564,-0.071057,0.944077,0.047985,0.218296,-0.097752,0.926410,,,,,,,0.055466,0.241693,-0.073737,0.044895,0.274968,-0.029140,,,,0.091660,0.242968,-0.070997,0.021898,0.238606,-0.071175,0.047769,0.218095,-0.097746
298,4.966667,0.720198,0.658034,-0.203459,-0.083131,0.054326,0.127502,0.023026,0.000158,0.055341,0.240141,-0.073666,0.963655,0.044879,0.273550,-0.029485,0.951838,0.054329,0.127504,0.023026,0.000000,0.091554,0.241083,-0.071355,0.980491,0.021567,0.237127,-0.071134,0.944095,0.047723,0.216693,-0.097816,0.942693,,,,,,,0.055332,0.240179,-0.073806,0.044856,0.273586,-0.029297,,,,0.091535,0.241148,-0.071316,0.021759,0.237166,-0.071240,0.047580,0.216515,-0.097795
299,4.983333,0.720516,0.657473,-0.204473,-0.082321,0.054071,0.126227,0.023194,0.000154,0.055133,0.238596,-0.073811,0.965704,0.044711,0.272135,-0.029720,0.952375,0.054074,0.126229,0.023194,0.000000,0.091347,0.239518,-0.071516,0.978684,0.021358,0.235613,-0.071259,0.944031,0.047490,0.215086,-0.097893,0.945662,,,,,,,0.055147,0.238618,-0.073946,0.044686,0.272169,-0.029534,,,,0.091299,0.239583,-0.071489,0.021548,0.235664,-0.071365,0.047359,0.214914,-0.097865
300,5.000000,0.721224,0.656469,-0.205721,-0.081015,0.053639,0.124989,0.023432,0.000155,0.054889,0.236963,-0.074027,0.961869,0.044520,0.270697,-0.030073,0.953465,0.053642,0.124992,0.023432,0.000000,0.091104,0.237835,-0.071734,0.977220,0.021108,0.234046,-0.071464,0.943792,0.047208,0.213368,-0.098014,0.945784,,,,,,,0.054890,0.236997,-0.074176,0.044504,0.270733,-0.029891,,,,0.091054,0.237897,-0.071692,0.021306,0.234083,-0.071565,0.047076,0.213198,-0.097990
301,5.016667,0.721817,0.655346,-0.207631,-0.079945,0.053311,0.123671,0.023694,0.000156,0.054619,0.235192,-0.074282,0.961869,0.044363,0.269145,-0.030470,0.953465,0.053314,0.123673,0.023694,0.000000,0.090839,0.236014,-0.072040,0.977220,0.020837,0.232342,-0.071662,0.943792,0.046869,0.211499,-0.098150,0.945784,,,,,,,0.054627,0.235214,-0.074431,0.044355,0.269177,-0.030277,,,,0.090784,0.236090,-0.072005,0.021028,0.232384,-0.071792,0.046733,0.211328,-0.098099
302,5.033333,0.721842,0.654892,-0.209383,-0.078856,0.053011,0.122375,0.023951,0.000157,0.054201,0.233497,-0.074479,0.962294,0.043994,0.267628,-0.030793,0.950994,0.053015,0.122378,0.023951,0.000000,0.090423,0.234331,-0.072282,0.975036,0.020422,0.230657,-0.071808,0.941427,0.046423,0.209708,-0.098241,0.943943,,,,,,,0.054235,0.233536,-0.074620,0.043977,0.267654,-0.030612,,,,0.090362,0.234405,-0.072241,0.020613,0.230703,-0.071918,0.046276,0.209524,-0.098211
303,5.050000,0.722001,0.654400,-0.210674,-0.078045,0.052548,0.121021,0.024269,0.000158,0.053699,0.231838,-0.074505,0.962349,0.043540,0.266107,-0.030916,0.954155,0.052551,0.121023,0.024269,0.000000,0.089923,0.232664,-0.072340,0.973874,0.019921,0.229019,-0.071798,0.943779,0.045893,0.207978,-0.098187,0.940567,,,,,,,0.053714,0.231880,-0.074659,0.043509,0.266137,-0.030732,,,,0.089859,0.232720,-0.072310,0.020136,0.229065,-0.071899,0.045758,0.207804,-0.098146
304,5.066667,0.722754,0.653348,-0.211615,-0.077340,0.051936,0.119560,0.024715,0.000158,0.053287,0.230096,-0.074370,0.960087,0.043212,0.264509,-0.030876,0.950208,0.051939,0.119562,0.024715,0.000000,0.089514,0.230854,-0.072218,0.981486,0.019505,0.227354,-0.071646,0.941017,0.045426,0.206186,-0.097983,0.943887,,,,,,,0.053297,0.230133,-0.074525,0.043178,0.264542,-0.030682,,,,0.089470,0.230909,-0.072196,0.019707,0.227398,-0.071758,0.045290,0.206015,-0.097932
305,5.083333,0.723589,0.652117,-0.212679,-0.077007,0.051291,0.118007,0.025255,0.000152,0.052831,0.228289,-0.074110,0.963839,0.042885,0.262837,-0.030693,0.954791,0.051294,0.118010,0.025255,0.000000,0.089062,0.228960,-0.071993,0.979313,0.019044,0.225641,-0.071347,0.940228,0.044886,0.204340,-0.097655,0.944019,,,,,,,0.052832,0.228322,-0.074251,0.042858,0.262863,-0.030516,,,,0.089019,0.229024,-0.071964,0.019253,0.225689,-0.071455,0.044747,0.204170,-0.097613
306,5.100000,0.724107,0.651521,-0.212900,-0.076573,0.050559,0.116460,0.025713,0.000159,0.052282,0.226616,-0.073789,0.955501,0.042366,0.261231,-0.030419,0.949957,0.050562,0.116462,0.025713,0.000000,0.088513,0.227241,-0.071660,0.977300,0.018491,0.224016,-0.071035,0.942270,0.044315,0.202648,-0.097307,0.942956,,,,,,,0.052299,0.226656,-0.073962,0.042339,0.261266,-0.030223,,,,0.088454,0.227301,-0.071625,0.018693,0.224061,-0.071138,0.044182,0.202468,-0.097263
307,5.116667,0.724591,0.650829,-0.213444,-0.076362,0.049883,0.115000,0.026164,0.000166,0.051726,0.225016,-0.073491,0.960598,0.041878,0.259706,-0.030164,0.949416,0.049886,0.115003,0.026164,0.000000,0.087958,0.225591,-0.071377,0.974232,0.017932,0.222469,-0.070720,0.940671,0.043713,0.201027,-0.096972,0.944079,,,,,,,0.051745,0.225042,-0.073645,0.041856,0.259751,-0.029968,,,,0.087885,0.225655,-0.071343,0.018141,0.222511,-0.070824,0.043581,0.200849,-0.096943
308,5.133333,0.725520,0.649734,-0.213722,-0.076087,0.048991,0.113627,0.026492,0.000156,0.051143,0.223500,-0.073313,0.960598,0.041378,0.258275,-0.030036,0.949416,0.048995,0.113629,0.026492,0.000000,0.087376,0.223983,-0.071194,0.974232,0.017342,0.221046,-0.070545,0.940671,0.043071,0.199500,-0.096764,0.944079,,,,,,,0.051149,0.223538,-0.073462,0.041357,0.258309,-0.029850,,,,0.087321,0.224044,-0.071164,0.017544,0.221087,-0.070654,0.042939,0.199327,-0.096722
309,5.150000,0.725628,0.649196,-0.215190,-0.075508,0.048366,0.112557,0.026816,0.000161,0.050425,0.222130,-0.073320,0.961643,0.040737,0.257039,-0.030134,0.952328,0.048369,0.112560,0.026816,0.000000,0.086662,0.222603,-0.071253,0.978150,0.016627,0.219700,-0.070497,0.941674,0.042310,0.198064,-0.096687,0.944592,,,,,,,0.050437,0.222145,-0.073503,0.040719,0.257083,-0.029932,,,,0.086605,0.222674,-0.071212,0.016828,0.219741,-0.070607,0.042172,0.197894,-0.096637
310,5.166667,0.724963,0.649438,-0.216927,-0.074840,0.047873,0.111719,0.027066,0.000155,0.049549,0.220993,-0.073405,0.954029,0.039881,0.256015,-0.030306,0.948247,0.047877,0.111722,0.027065,0.000000,0.085788,0.221535,-0.071409,0.974951,0.015760,0.218511,-0.070510,0.941737,0.041432,0.196842,-0.096684,0.943907,,,,,,,0.049568,0.221016,-0.073553,0.039864,0.256047,-0.030113,,,,0.085742,0.221613,-0.071379,0.015943,0.218563,-0.070630,0.041294,0.196657,-0.096639
311,5.183333,0.724283,0.649663,-0.218699,-0.074320,0.047355,0.111054,0.027261,0.000161,0.048628,0.220042,-0.073525,0.962297,0.038994,0.255171,-0.030505,0.950799,0.047359,0.111056,0.027261,0.000000,0.084871,0.220652,-0.071608,0.976254,0.014850,0.217512,-0.070550,0.943932,0.040502,0.195811,-0.096717,0.941323,,,,,,,0.048653,0.220080,-0.073677,0.038947,0.255212,-0.030311,,,,0.084819,0.220695,-0.071598,0.015062,0.217552,-0.070658,0.040366,0.195650,-0.096660
312,5.200000,0.723251,0.650250,-0.220465,-0.074019,0.047054,0.110506,0.027375,0.000158,0.047789,0.219263,-0.073666,0.959602,0.038173,0.254466,-0.030703,0.951520,0.047057,0.110508,0.027375,0.000000,0.084035,0.219971,-0.071843,0.977938,0.014026,0.216652,-0.070599,0.944856,0.039668,0.194957,-0.096781,0.942675,,,,,,,0.047811,0.219302,-0.073821,0.038153,0.254506,-0.030515,,,,0.083986,0.220034,-0.071806,0.014215,0.216687,-0.070708,0.039526,0.194780,-0.096743
313,5.216667,0.722794,0.650288,-0.222078,-0.073319,0.046659,0.110066,0.027562,0.000159,0.047102,0.218518,-0.073809,0.963404,0.037513,0.253839,-0.030937,0.950876,0.046663,0.110068,0.027561,0.000000,0.083350,0.219274,-0.072046,0.976103,0.013346,0.215876,-0.070680,0.943767,0.038972,0.194132,-0.096837,0.944671,,,,,,,0.047101,0.218527,-0.073955,0.037502,0.253888,-0.030747,,,,0.083307,0.219350,-0.072007,0.013536,0.215913,-0.070794,0.038835,0.193961,-0.096806
314,5.233333,0.722294,0.650267,-0.223884,-0.072934,0.046470,0.109646,0.027686,0.000168,0.046560,0.217810,-0.073993,0.959878,0.037034,0.253243,-0.031200,0.949767,0.046473,0.109649,0.027685,0.000000,0.082811,0.218609,-0.072317,0.975868,0.012815,0.215141,-0.070778,0.941580,0.038402,0.193350,-0.096933,0.940634,,,,,,,0.046580,0.217850,-0.074147,0.037014,0.253289,-0.031005,,,,0.082751,0.218674,-0.072278,0.013018,0.215176,-0.070888,0.038258,0.193164,-0.096902
315,5.250000,0.721984,0.650200,-0.225325,-0.072156,0.046250,0.109282,0.027824,0.000157,0.046123,0.217142,-0.074177,0.965585,0.036618,0.252695,-0.031478,0.950975,0.046253,0.109285,0.027824,0.000000,0.082376,0.217978,-0.072548,0.978093,0.012384,0.214454,-0.070912,0.943723,0.037959,0.192607,-0.097034,0.942790,,,,,,,0.046152,0.217183,-0.074305,0.036600,0.252731,-0.031286,,,,0.082317,0.218041,-0.072532,0.012563,0.214494,-0.071043,0.037827,0.192427,-0.096982
316,5.266667,0.722013,0.649858,-0.226427,-0.071508,0.046096,0.108846,0.027943,0.000157,0.045897,0.216448,-0.074330,0.965585,0.036429,0.252109,-0.031713,0.950975,0.046099,0.108849,0.027943,0.000000,0.082151,0.217285,-0.072731,0.978093,0.012161,0.213771,-0.071032,0.943723,0.037713,0.191856,-0.097118,0.942790,,,,,,,0.045902,0.216482,-0.074502,0.036412,0.252147,-0.031517,,,,0.082092,0.217350,-0.072697,0.012357,0.213818,-0.071142,0.037588,0.191672,-0.097067
317,5.283333,0.722404,0.649186,-0.227238,-0.071086,0.045927,0.108344,0.028083,0.000163,0.045799,0.215738,-0.074408,0.956144,0.036395,0.251497,-0.031858,0.949806,0.045930,0.108346,0.028083,0.000000,0.082055,0.216536,-0.072831,0.976415,0.012062,0.213107,-0.071086,0.942582,0.037574,0.191110,-0.097142,0.943079,,,,,,,0.045822,0.215774,-0.074548,0.036371,0.251542,-0.031654,,,,0.082006,0.216597,-0.072817,0.012245,0.213149,-0.071216,0.037441,0.190925,-0.097090
318,5.300000,0.722647,0.648667,-0.228072,-0.070679,0.045890,0.107830,0.028257,0.000160,0.045779,0.215026,-0.074442,0.963458,0.036429,0.250874,-0.031956,0.947293,0.045893,0.107833,0.028257,0.000000,0.082036,0.215799,-0.072889,0.980184,0.012041,0.212427,-0.071094,0.942845,0.037520,0.190359,-0.097123,0.941708,,,,,,,0.045768,0.215063,-0.074589,0.036386,0.250923,-0.031748,,,,0.082030,0.215843,-0.072889,0.012225,0.212474,-0.071212,0.037395,0.190182,-0.097065
319,5.316667,0.723086,0.648069,-0.228566,-0.070083,0.045729,0.107331,0.028445,0.000153,0.045753,0.214337,-0.074450,0.960764,0.036435,0.250274,-0.032032,0.947688,0.045733,0.107333,0.028445,0.000000,0.082010,0.215074,-0.072893,0.985717,0.012012,0.211782,-0.071103,0.943781,0.037471,0.189639,-0.097087,0.941105,,,,,,,0.045756,0.214381,-0.074601,0.036399,0.250308,-0.031828,,,,0.081993,0.215128,-0.072889,0.012190,0.211834,-0.071230,0.037342,0.189454,-0.097017
320,5.333333,0.723345,0.647585,-0.229202,-0.069798,0.045701,0.106775,0.028592,0.000157,0.045760,0.213628,-0.074463,0.963612,0.036493,0.249635,-0.032094,0.943292,0.045704,0.106777,0.028592,0.000000,0.082019,0.214337,-0.072925,0.988431,0.012018,0.211104,-0.071096,0.944302,0.037446,0.188902,-0.097059,0.942521,,,,,,,0.045761,0.213668,-0.074603,0.036445,0.249682,-0.031878,,,,0.082008,0.214379,-0.072941,0.012191,0.211162,-0.071224,0.037330,0.188715,-0.096993
321,5.350000,0.723906,0.646869,-0.229524,-0.069566,0.045594,0.106142,0.028754,0.000153,0.045824,0.212875,-0.074425,0.967775,0.036615,0.248946,-0.032097,0.948272,0.045597,0.106144,0.028754,0.000000,0.082084,0.213527,-0.072888,0.988404,0.012078,0.210410,-0.071054,0.946338,0.037470,0.188136,-0.096992,0.940818,,,,,,,0.045853,0.212927,-0.074539,0.036562,0.248983,-0.031901,,,,0.082083,0.213571,-0.072903,0.012243,0.210457,-0.071184,0.037330,0.187956,-0.096930
322,5.366667,0.724495,0.646075,-0.230003,-0.069226,0.045451,0.105569,0.028985,0.000165,0.045852,0.212140,-0.074360,0.960036,0.036708,0.248293,-0.032088,0.939294,0.045454,0.105571,0.028985,0.000000,0.082113,0.212734,-0.072828,0.989037,0.012103,0.209738,-0.070983,0.944991,0.037454,0.187381,-0.096888,0.942546,,,,,,,0.045826,0.212182,-0.074512,0.036654,0.248346,-0.031858,,,,0.082127,0.212768,-0.072852,0.012272,0.209802,-0.071108,0.037352,0.187188,-0.096817
323,5.383333,0.724569,0.645788,-0.230660,-0.068946,0.045428,0.105064,0.029172,0.000158,0.045799,0.211491,-0.074322,0.960036,0.036691,0.247705,-0.032095,0.939294,0.045432,0.105066,0.029172,0.000000,0.082061,0.212076,-0.072812,0.989037,0.012051,0.209103,-0.070921,0.944991,0.037381,0.186702,-0.096810,0.942546,,,,,,,0.045801,0.211539,-0.074459,0.036627,0.247752,-0.031897,,,,0.082077,0.212108,-0.072821,0.012234,0.209147,-0.071030,0.037244,0.186532,-0.096753
324,5.400000,0.724824,0.645236,-0.231455,-0.068770,0.045372,0.104606,0.029347,0.000160,0.045751,0.210870,-0.074315,0.963688,0.036714,0.247159,-0.032137,0.946686,0.045375,0.104609,0.029347,0.000000,0.082015,0.211424,-0.072837,0.990940,0.012004,0.208519,-0.070880,0.945531,0.037290,0.186054,-0.096757,0.943506,,,,,,,0.045762,0.210910,-0.074430,0.036655,0.247207,-0.031926,,,,0.082020,0.211465,-0.072863,0.012180,0.208573,-0.071014,0.037155,0.185872,-0.096692
325,5.416667,0.725278,0.644548,-0.232034,-0.068486,0.045275,0.104170,0.029531,0.000165,0.045762,0.210273,-0.074294,0.969370,0.036790,0.246639,-0.032169,0.944053,0.045278,0.104172,0.029531,0.000000,0.082028,0.210779,-0.072830,0.987812,0.012013,0.207974,-0.070844,0.942962,0.037259,0.185434,-0.096695,0.941180,,,,,,,0.045765,0.210307,-0.074446,0.036750,0.246701,-0.031950,,,,0.082008,0.210823,-0.072831,0.012193,0.208014,-0.070966,0.037136,0.185255,-0.096637
326,5.433333,0.725146,0.644513,-0.232637,-0.068161,0.045269,0.103931,0.029640,0.000158,0.045665,0.209906,-0.074318,0.961015,0.036702,0.246321,-0.032233,0.942391,0.045272,0.103934,0.029640,0.000000,0.081931,0.210426,-0.072874,0.988113,0.011918,0.207599,-0.070847,0.944667,0.037159,0.185036,-0.096683,0.943850,,,,,,,0.045682,0.209930,-0.074443,0.036660,0.246364,-0.032032,,,,0.081920,0.210488,-0.072878,0.012095,0.207654,-0.070978,0.037018,0.184852,-0.096625
327,5.450000,0.724753,0.645213,-0.231842,-0.068431,0.045259,0.103617,0.029365,0.000146,0.045592,0.209778,-0.074402,0.979876,0.036553,0.246106,-0.032259,0.948897,0.045262,0.103619,0.029365,0.000000,0.081857,0.210343,-0.072931,0.988370,0.011846,0.207421,-0.070960,0.960839,0.037134,0.184938,-0.096818,0.961472,,,,,,,0.045575,0.209766,-0.074480,0.036531,0.246214,-0.032086,,,,0.081817,0.210365,-0.072924,0.011992,0.207435,-0.071017,0.037068,0.184806,-0.096864
328,5.466667,0.724512,0.645475,-0.231977,-0.068048,0.045286,0.103583,0.029385,0.000147,0.045549,0.209685,-0.074443,0.981209,0.036467,0.246030,-0.032323,0.948943,0.045289,0.103586,0.029385,0.000000,0.081812,0.210283,-0.072965,0.989365,0.011804,0.207301,-0.071007,0.960132,0.037118,0.184824,-0.096847,0.962105,,,,,,,0.045534,0.209671,-0.074516,0.036441,0.246139,-0.032152,,,,0.081775,0.210302,-0.072960,0.011953,0.207312,-0.071063,0.037048,0.184698,-0.096894
329,5.483333,0.724392,0.645608,-0.232063,-0.067773,0.045331,0.103569,0.029397,0.000147,0.045562,0.209626,-0.074477,0.982762,0.036455,0.245984,-0.032374,0.948570,0.045334,0.103571,0.029397,0.000000,0.081825,0.210242,-0.072991,0.987896,0.011818,0.207227,-0.071046,0.959688,0.037147,0.184751,-0.096872,0.965313,,,,,,,0.045550,0.209612,-0.074543,0.036423,0.246096,-0.032204,,,,0.081778,0.210251,-0.072997,0.011969,0.207237,-0.071100,0.037087,0.184634,-0.096915
330,5.500000,0.724370,0.645763,-0.231796,-0.067441,0.045344,0.103558,0.029413,0.000147,0.045621,0.209609,-0.074467,0.980835,0.036466,0.245967,-0.032374,0.949000,0.045347,0.103561,0.029412,0.000000,0.081883,0.210239,-0.072952,0.989590,0.011875,0.207197,-0.071064,0.959689,0.037234,0.184730,-0.096867,0.963879,,,,,,,0.045603,0.209591,-0.074540,0.036441,0.246077,-0.032205,,,,0.081846,0.210258,-0.072948,0.012025,0.207205,-0.071123,0.037165,0.184611,-0.096910
331,5.516667,0.724373,0.645952,-0.231335,-0.067185,0.045352,0.103563,0.029417,0.000147,0.045701,0.209646,-0.074430,0.980835,0.036491,0.245988,-0.032335,0.949000,0.045355,0.103566,0.029417,0.000000,0.081961,0.210287,-0.072877,0.989590,0.011952,0.207222,-0.071062,0.959689,0.037345,0.184772,-0.096846,0.963879,,,,,,,0.045681,0.209626,-0.074505,0.036466,0.246096,-0.032167,,,,0.081925,0.210309,-0.072870,0.012107,0.207229,-0.071122,0.037271,0.184655,-0.096887
332,5.533333,0.724395,0.646148,-0.230775,-0.066991,0.045355,0.103576,0.029426,0.000151,0.045789,0.209714,-0.074364,0.979987,0.036523,0.246031,-0.032260,0.949694,0.045358,0.103578,0.029426,0.000000,0.082047,0.210364,-0.072771,0.989416,0.012038,0.207280,-0.071035,0.958425,0.037465,0.184849,-0.096803,0.963955,,,,,,,0.045779,0.209703,-0.074435,0.036499,0.246137,-0.032090,,,,0.082009,0.210389,-0.072764,0.012193,0.207283,-0.071104,0.037382,0.184727,-0.096840
333,5.550000,0.724321,0.646531,-0.229976,-0.066842,0.045364,0.103555,0.029380,0.000148,0.045876,0.209798,-0.074303,0.981934,0.036530,0.246066,-0.032175,0.949704,0.045368,0.103557,0.029380,0.000000,0.082131,0.210468,-0.072660,0.988423,0.012121,0.207339,-0.071022,0.957473,0.037597,0.184950,-0.096778,0.961892,,,,,,,0.045856,0.209782,-0.074363,0.036510,0.246187,-0.032007,,,,0.082071,0.210482,-0.072653,0.012267,0.207352,-0.071059,0.037553,0.184818,-0.096856
334,5.566667,0.724252,0.646741,-0.229680,-0.066586,0.045381,0.103581,0.029419,0.000139,0.045920,0.209836,-0.074251,0.982417,0.036525,0.246095,-0.032125,0.948967,0.045384,0.103583,0.029419,0.000000,0.082174,0.210524,-0.072580,0.982250,0.012164,0.207361,-0.070996,0.963477,0.037671,0.184987,-0.096735,0.965002,,,,,,,0.045897,0.209820,-0.074315,0.036505,0.246212,-0.031959,,,,0.082103,0.210528,-0.072582,0.012305,0.207377,-0.071030,0.037645,0.184866,-0.096800
335,5.583333,0.723800,0.647350,-0.229469,-0.066301,0.045495,0.103608,0.029450,0.000152,0.045924,0.209884,-0.074199,0.975840,0.036449,0.246120,-0.032071,0.954798,0.045498,0.103610,0.029450,0.000000,0.082176,0.210628,-0.072508,0.958036,0.012170,0.207356,-0.070963,0.959736,0.037726,0.185027,-0.096692,0.955859,,,,,,,0.045913,0.209837,-0.074282,0.036492,0.246216,-0.031924,,,,0.082041,0.210705,-0.072444,0.012323,0.207380,-0.071009,0.037677,0.184878,-0.096774
336,5.600000,0.724094,0.647090,-0.229265,-0.066339,0.045405,0.103592,0.029464,0.000138,0.045956,0.209885,-0.074168,0.981529,0.036495,0.246122,-0.032038,0.948611,0.045408,0.103595,0.029463,0.000000,0.082207,0.210600,-0.072464,0.979548,0.012198,0.207383,-0.070944,0.962353,0.037745,0.185038,-0.096668,0.965710,,,,,,,0.045932,0.209867,-0.074235,0.036466,0.246237,-0.031870,,,,0.082126,0.210596,-0.072476,0.012344,0.207411,-0.070970,0.037733,0.184916,-0.096730
337,5.616667,0.724056,0.647330,-0.228700,-0.066352,0.045404,0.103609,0.029466,0.000138,0.046006,0.209992,-0.074072,0.976264,0.036499,0.246190,-0.031919,0.947722,0.045407,0.103612,0.029466,0.000000,0.082256,0.210717,-0.072339,0.983100,0.012247,0.207476,-0.070878,0.960709,0.037821,0.185162,-0.096601,0.964917,,,,,,,0.045966,0.209965,-0.074154,0.036468,0.246304,-0.031747,,,,0.082188,0.210719,-0.072346,0.012398,0.207513,-0.070901,0.037808,0.185036,-0.096661
338,5.633333,0.723638,0.648238,-0.227508,-0.066157,0.045471,0.103664,0.029466,0.000143,0.046080,0.210227,-0.073887,0.976264,0.036428,0.246334,-0.031690,0.947722,0.045475,0.103666,0.029465,0.000000,0.082325,0.211013,-0.072083,0.983100,0.012320,0.207645,-0.070762,0.960709,0.037983,0.185421,-0.096474,0.964917,,,,,,,0.046063,0.210184,-0.073978,0.036446,0.246428,-0.031536,,,,0.082232,0.211083,-0.072028,0.012472,0.207682,-0.070798,0.037923,0.185264,-0.096558
339,5.650000,0.723519,0.648786,-0.226265,-0.066343,0.045481,0.103699,0.029462,0.000160,0.046178,0.210484,-0.073661,0.974572,0.036434,0.246494,-0.031401,0.954705,0.045484,0.103702,0.029462,0.000000,0.082420,0.211292,-0.071798,0.967679,0.012414,0.207873,-0.070594,0.959977,0.038134,0.185722,-0.096314,0.952972,,,,,,,0.046169,0.210447,-0.073753,0.036446,0.246607,-0.031220,,,,0.082326,0.211357,-0.071752,0.012569,0.207905,-0.070643,0.038070,0.185550,-0.096401
340,5.666667,0.723398,0.649377,-0.224997,-0.066193,0.045512,0.103743,0.029487,0.000148,0.046323,0.210705,-0.073452,0.975133,0.036460,0.246634,-0.031150,0.946597,0.045515,0.103745,0.029487,0.000000,0.082560,0.211543,-0.071513,0.969464,0.012556,0.208057,-0.070459,0.958738,0.038348,0.185974,-0.096163,0.949401,,,,,,,0.046301,0.210680,-0.073545,0.036474,0.246737,-0.030972,,,,0.082480,0.211599,-0.071474,0.012694,0.208088,-0.070511,0.038297,0.185808,-0.096234
341,5.683333,0.723441,0.649584,-0.224294,-0.066079,0.045552,0.103771,0.029512,0.000151,0.046466,0.210819,-0.073336,0.975199,0.036545,0.246711,-0.031017,0.948464,0.045555,0.103774,0.029512,0.000000,0.082701,0.211663,-0.071353,0.973718,0.012696,0.208162,-0.070387,0.962169,0.038524,0.186105,-0.096078,0.953251,,,,,,,0.046450,0.210796,-0.073424,0.036547,0.246807,-0.030840,,,,0.082632,0.211723,-0.071316,0.012843,0.208205,-0.070436,0.038460,0.185928,-0.096154
342,5.700000,0.723572,0.649663,-0.223704,-0.065858,0.045571,0.103783,0.029526,0.000145,0.046614,0.210879,-0.073271,0.975180,0.036642,0.246751,-0.030948,0.949788,0.045574,0.103785,0.029526,0.000000,0.082846,0.211720,-0.071244,0.976403,0.012840,0.208222,-0.070364,0.958969,0.038698,0.186176,-0.096035,0.953063,,,,,,,0.046592,0.210862,-0.073367,0.036640,0.246842,-0.030769,,,,0.082770,0.211770,-0.071219,0.012988,0.208269,-0.070415,0.038649,0.186004,-0.096092
