Format Version,1.23,Take Name,charlie_nziz,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.10.33.114 AM,Total Frames in Take,370,Total Exported Frames,370,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
142,2.366667,0.601025,0.721318,0.040330,-0.341824,0.045487,0.243977,0.112294,0.000106,0.030855,0.391532,0.119439,0.959910,0.020407,0.384317,0.174360,0.969634,0.045490,0.243979,0.112295,0.000000,0.066931,0.394429,0.122216,0.985900,-0.002316,0.384082,0.118787,0.941736,0.023743,0.390334,0.085689,0.958713,0.345997,0.485207,0.303976,,,,0.030764,0.391656,0.119486,0.020380,0.384217,0.174424,,,,0.066889,0.394442,0.122180,-0.002119,0.384201,0.118751,0.023706,0.390179,0.085649
143,2.383333,0.602832,0.721240,0.038129,-0.339047,0.045602,0.243941,0.111235,0.000104,0.031172,0.391568,0.117221,0.959910,0.020650,0.384793,0.172184,0.969634,0.045605,0.243943,0.111237,0.000000,0.067249,0.394436,0.120018,0.985900,-0.002008,0.384160,0.116589,0.941736,0.024098,0.390119,0.083473,0.958713,0.347097,0.485866,0.304118,,,,0.031078,0.391700,0.117278,0.020630,0.384690,0.172223,,,,0.067197,0.394448,0.119996,-0.001801,0.384287,0.116562,0.024056,0.389952,0.083426
144,2.400000,0.605081,0.721226,0.035175,-0.335370,0.045692,0.243916,0.110310,0.000114,0.031480,0.391618,0.114765,0.957195,0.020863,0.385421,0.169778,0.972013,0.045695,0.243918,0.110312,0.000000,0.067557,0.394459,0.117589,0.985564,-0.001710,0.384255,0.114156,0.938921,0.024456,0.389835,0.081022,0.955265,0.348038,0.486455,0.304218,,,,0.031381,0.391750,0.114807,0.020833,0.385318,0.169846,,,,0.067526,0.394472,0.117561,-0.001509,0.384376,0.114129,0.024415,0.389672,0.080966
145,2.416667,0.607056,0.721159,0.032408,-0.332209,0.045780,0.243970,0.109300,0.000109,0.031756,0.391726,0.112390,0.957557,0.021075,0.386045,0.167446,0.968277,0.045783,0.243972,0.109302,0.000000,0.067834,0.394545,0.115225,0.989111,-0.001443,0.384400,0.111814,0.940909,0.024765,0.389643,0.078658,0.955749,0.349062,0.487083,0.304345,,,,0.031668,0.391851,0.112420,0.021059,0.385937,0.167519,,,,0.067775,0.394565,0.115210,-0.001244,0.384537,0.111784,0.024729,0.389470,0.078600
146,2.433333,0.608338,0.721004,0.030810,-0.330347,0.045894,0.244039,0.107998,0.000113,0.032030,0.391824,0.110282,0.961030,0.021312,0.386453,0.165362,0.967178,0.045897,0.244041,0.108000,0.000000,0.068109,0.394619,0.113122,0.983987,-0.001177,0.384531,0.109726,0.939146,0.025055,0.389567,0.076557,0.953281,,,,,,,0.031929,0.391934,0.110330,0.021293,0.386355,0.165430,,,,0.068051,0.394636,0.113097,-0.000962,0.384660,0.109691,0.025018,0.389409,0.076501
147,2.450000,0.609722,0.720759,0.029706,-0.328425,0.045969,0.244001,0.106690,0.000107,0.032352,0.391819,0.108244,0.957688,0.021560,0.386731,0.163336,0.972414,0.045972,0.244003,0.106692,0.000000,0.068432,0.394567,0.111113,0.986547,-0.000867,0.384579,0.107684,0.938292,0.025413,0.389410,0.074523,0.953522,,,,,,,0.032251,0.391943,0.108297,0.021547,0.386627,0.163369,,,,0.068384,0.394587,0.111101,-0.000662,0.384715,0.107658,0.025371,0.389236,0.074475
148,2.466667,0.611532,0.720778,0.027619,-0.325186,0.046055,0.243864,0.105610,0.000115,0.032644,0.391708,0.105932,0.958757,0.021733,0.387085,0.161042,0.967539,0.046058,0.243866,0.105612,0.000000,0.068722,0.394429,0.108852,0.986981,-0.000584,0.384511,0.105364,0.939557,0.025769,0.389035,0.072217,0.950469,,,,,,,0.032547,0.391828,0.105991,0.021719,0.386976,0.161111,,,,0.068682,0.394457,0.108833,-0.000393,0.384653,0.105322,0.025728,0.388854,0.072148
149,2.483333,0.613577,0.721389,0.023992,-0.320227,0.046241,0.243761,0.104890,0.000118,0.032850,0.391599,0.103299,0.960452,0.021773,0.387675,0.158431,0.969605,0.046244,0.243764,0.104891,0.000000,0.068919,0.394354,0.106293,0.986083,-0.000377,0.384399,0.102723,0.936951,0.026076,0.388500,0.069601,0.954228,,,,,,,0.032752,0.391714,0.103348,0.021751,0.387578,0.158500,,,,0.068870,0.394371,0.106274,-0.000162,0.384527,0.102692,0.026030,0.388337,0.069532
150,2.500000,0.615027,0.721901,0.021045,-0.316477,0.046367,0.243759,0.103941,0.000112,0.032944,0.391570,0.100873,0.956040,0.021755,0.388185,0.156017,0.972102,0.046370,0.243761,0.103942,0.000000,0.069007,0.394363,0.103914,0.989267,-0.000280,0.384356,0.100299,0.940152,0.026240,0.388139,0.067193,0.959020,,,,,,,0.032840,0.391711,0.100892,0.021728,0.388094,0.156076,,,,0.068967,0.394363,0.103898,-0.000065,0.384460,0.100279,0.026197,0.387987,0.067151
151,2.516667,0.615862,0.722029,0.020020,-0.314621,0.046450,0.243678,0.102637,0.000104,0.033103,0.391482,0.098915,0.956040,0.021831,0.388338,0.154057,0.972102,0.046453,0.243681,0.102639,0.000000,0.069163,0.394271,0.101997,0.989267,-0.000124,0.384281,0.098324,0.940152,0.026447,0.387909,0.065241,0.959020,,,,,,,0.033015,0.391612,0.098952,0.021806,0.388247,0.154107,,,,0.069103,0.394276,0.101975,0.000089,0.384392,0.098302,0.026406,0.387755,0.065197
152,2.533333,0.616841,0.722105,0.019303,-0.312569,0.046489,0.243516,0.101394,0.000121,0.033291,0.391315,0.097027,0.959801,0.021902,0.388413,0.152157,0.973206,0.046492,0.243518,0.101396,0.000000,0.069347,0.394083,0.100172,0.984133,0.000059,0.384143,0.096396,0.939826,0.026702,0.387608,0.063353,0.958669,,,,,,,0.033195,0.391447,0.097061,0.021866,0.388321,0.152226,,,,0.069302,0.394087,0.100149,0.000285,0.384253,0.096379,0.026653,0.387454,0.063290
153,2.550000,0.618013,0.722908,0.016297,-0.308541,0.046696,0.243398,0.100594,0.000118,0.033360,0.391132,0.094703,0.958407,0.021832,0.388773,0.149831,0.970029,0.046699,0.243400,0.100595,0.000000,0.069405,0.393968,0.097912,0.987303,0.000137,0.383920,0.094059,0.936942,0.026861,0.387079,0.061052,0.956566,,,,,,,0.033246,0.391247,0.094757,0.021817,0.388688,0.149890,,,,0.069360,0.393976,0.097899,0.000352,0.384032,0.094028,0.026818,0.386928,0.060983
154,2.566667,0.619499,0.723785,0.012686,-0.303636,0.046857,0.243348,0.099927,0.000116,0.033394,0.390985,0.092188,0.959098,0.021696,0.389289,0.147305,0.970677,0.046860,0.243350,0.099928,0.000000,0.069426,0.393898,0.095475,0.983819,0.000180,0.383732,0.091529,0.937674,0.027004,0.386515,0.058569,0.957560,,,,,,,0.033279,0.391099,0.092214,0.021673,0.389199,0.147376,,,,0.069366,0.393908,0.095453,0.000398,0.383853,0.091520,0.026984,0.386360,0.058503
155,2.583333,0.621708,0.724403,0.008644,-0.297734,0.046861,0.243346,0.099547,0.000105,0.033450,0.390857,0.089614,0.963491,0.021540,0.389962,0.144703,0.975832,0.046864,0.243348,0.099548,0.000000,0.069470,0.393813,0.092996,0.984380,0.000238,0.383597,0.088932,0.938620,0.027190,0.385899,0.056039,0.965179,,,,,,,0.033348,0.390958,0.089640,0.021512,0.389885,0.144754,,,,0.069415,0.393817,0.092966,0.000459,0.383702,0.088905,0.027154,0.385766,0.056018
156,2.600000,0.619121,0.728984,0.001949,-0.292007,0.048942,0.243536,0.099536,0.000298,0.033598,0.390684,0.087300,0.941834,0.021544,0.390476,0.142366,0.979758,0.048945,0.243538,0.099538,0.837414,0.069565,0.394173,0.090732,0.895152,0.000488,0.382973,0.086643,0.836081,0.027500,0.385129,0.053789,0.953680,,,,,,,0.033479,0.390883,0.087324,0.021469,0.390499,0.142387,0.049259,0.242974,0.099620,0.069515,0.393756,0.090738,0.000555,0.383621,0.086566,0.027363,0.385241,0.053733
157,2.616667,0.620589,0.728974,0.000021,-0.288906,0.048834,0.243623,0.098819,0.000316,0.033670,0.390691,0.085446,0.937909,0.021498,0.390909,0.140485,0.975677,0.048837,0.243625,0.098820,0.830472,0.069633,0.394168,0.088928,0.905535,0.000553,0.383009,0.084776,0.844722,0.027636,0.384891,0.051964,0.954946,,,,,,,0.033548,0.390907,0.085457,0.021419,0.390955,0.140519,0.049136,0.243022,0.098900,0.069582,0.393794,0.088937,0.000638,0.383620,0.084703,0.027503,0.384996,0.051904
158,2.633333,0.620117,0.729959,-0.000842,-0.287426,0.049211,0.243880,0.097831,0.000270,0.033715,0.390873,0.084018,0.937909,0.021452,0.391217,0.139036,0.975677,0.049214,0.243882,0.097832,0.830472,0.069664,0.394447,0.087550,0.905535,0.000618,0.383109,0.083315,0.844722,0.027751,0.384964,0.050543,0.954946,,,,,,,0.033603,0.391046,0.084038,0.021358,0.391235,0.139071,0.049535,0.243421,0.097915,0.069621,0.393960,0.087548,0.000686,0.383760,0.083234,0.027611,0.385071,0.050487
159,2.650000,0.620616,0.729664,0.000042,-0.287099,0.049090,0.243907,0.096453,0.000281,0.033849,0.390933,0.082706,0.948364,0.021509,0.391264,0.137708,0.974528,0.049093,0.243910,0.096455,0.858090,0.069799,0.394447,0.086291,0.877899,0.000740,0.383223,0.081952,0.835270,0.027923,0.385053,0.049219,0.953730,,,,,,,0.033722,0.391116,0.082720,0.021416,0.391297,0.137752,0.049409,0.243409,0.096534,0.069755,0.393986,0.086290,0.000818,0.383864,0.081881,0.027792,0.385158,0.049154
160,2.666667,0.626661,0.724648,0.003034,-0.286656,0.046869,0.243616,0.094810,0.000106,0.034115,0.390881,0.081093,0.944317,0.021701,0.391400,0.136077,0.972936,0.046872,0.243618,0.094811,0.850662,0.070114,0.393790,0.084732,0.884197,0.000883,0.383727,0.080287,0.837478,0.028141,0.385112,0.047596,0.955068,,,,,,,0.034001,0.390995,0.081127,0.021682,0.391326,0.136119,,,,0.070059,0.393788,0.084712,0.001093,0.383822,0.080279,0.028119,0.384980,0.047549
161,2.683333,0.628606,0.723902,0.000994,-0.284288,0.046872,0.243394,0.093645,0.000110,0.034507,0.390592,0.078887,0.958780,0.022070,0.391530,0.133860,0.978221,0.046874,0.243396,0.093647,0.000000,0.070511,0.393433,0.082522,0.985511,0.001256,0.383519,0.078117,0.942386,0.028532,0.384603,0.045428,0.964438,,,,,,,0.034389,0.390704,0.078923,0.022040,0.391460,0.133910,,,,0.070476,0.393430,0.082488,0.001475,0.383608,0.078089,0.028497,0.384476,0.045403
162,2.700000,0.631122,0.723608,-0.002783,-0.279407,0.046888,0.243311,0.092872,0.000114,0.034832,0.390327,0.076171,0.958535,0.022280,0.392004,0.131100,0.976763,0.046891,0.243313,0.092874,0.000000,0.070834,0.393148,0.079846,0.987038,0.001570,0.383306,0.075421,0.939119,0.028917,0.383914,0.042780,0.966163,,,,,,,0.034710,0.390433,0.076207,0.022251,0.391936,0.131155,,,,0.070794,0.393146,0.079812,0.001794,0.383398,0.075396,0.028885,0.383786,0.042747
163,2.716667,0.628861,0.727393,-0.009647,-0.274481,0.049091,0.243460,0.092350,0.000267,0.035297,0.390057,0.073459,0.955739,0.022690,0.392402,0.128350,0.971249,0.049094,0.243462,0.092352,0.860336,0.071260,0.393362,0.077108,0.884456,0.002122,0.382630,0.072797,0.838580,0.029481,0.383078,0.040164,0.954523,,,,,,,0.035198,0.390204,0.073464,0.022590,0.392445,0.128386,0.049401,0.243004,0.092438,0.071216,0.392903,0.077132,0.002201,0.383265,0.072711,0.029338,0.383171,0.040099
164,2.733333,0.631564,0.725967,-0.011004,-0.271990,0.048901,0.243304,0.090995,0.000292,0.035852,0.389839,0.071117,0.953924,0.023193,0.392609,0.125977,0.967824,0.048904,0.243307,0.090996,0.846160,0.071827,0.392991,0.074788,0.898867,0.002642,0.382572,0.070465,0.844983,0.030041,0.382669,0.037862,0.953323,,,,,,,0.035756,0.389996,0.071123,0.023094,0.392675,0.126025,0.049197,0.242774,0.091089,0.071780,0.392590,0.074807,0.002724,0.383181,0.070382,0.029908,0.382771,0.037779
165,2.750000,0.634326,0.724464,-0.011291,-0.269548,0.048625,0.243050,0.089603,0.000332,0.036461,0.389555,0.068957,0.950418,0.023686,0.392673,0.123772,0.961346,0.048628,0.243052,0.089605,0.822346,0.072444,0.392520,0.072700,0.918247,0.003211,0.382473,0.068261,0.850412,0.030689,0.382250,0.035725,0.957497,,,,,,,0.036354,0.389721,0.068968,0.023596,0.392796,0.123799,0.048905,0.242403,0.089691,0.072377,0.392201,0.072724,0.003318,0.383057,0.068188,0.030569,0.382344,0.035650
166,2.766667,0.636358,0.724027,-0.012783,-0.265839,0.048689,0.242891,0.088559,0.000330,0.036977,0.389257,0.066706,0.950418,0.024030,0.392846,0.121451,0.961346,0.048691,0.242893,0.088560,0.822346,0.072955,0.392159,0.070543,0.918247,0.003711,0.382257,0.065956,0.850412,0.031295,0.381703,0.033514,0.957497,,,,,,,0.036880,0.389426,0.066701,0.023935,0.392967,0.121489,0.048967,0.242247,0.088654,0.072889,0.391835,0.070567,0.003806,0.382837,0.065884,0.031181,0.381802,0.033435
167,2.783333,0.638238,0.724001,-0.015497,-0.261217,0.048914,0.242779,0.087756,0.000299,0.037450,0.388915,0.064284,0.951391,0.024329,0.393110,0.118945,0.960421,0.048917,0.242782,0.087758,0.822915,0.073420,0.391815,0.068208,0.917135,0.004179,0.381946,0.063501,0.851823,0.031868,0.381008,0.031157,0.957402,,,,,,,0.037350,0.389069,0.064291,0.024220,0.393215,0.118983,0.049198,0.242224,0.087848,0.073363,0.391441,0.068223,0.004280,0.382544,0.063416,0.031749,0.381083,0.031092
168,2.800000,0.640246,0.724037,-0.019469,-0.255884,0.049291,0.242728,0.087262,0.000261,0.037985,0.388538,0.061772,0.954068,0.024718,0.393485,0.116334,0.961069,0.049294,0.242731,0.087263,0.842259,0.073946,0.391470,0.065755,0.905375,0.004711,0.381579,0.060993,0.846806,0.032488,0.380185,0.028741,0.961428,,,,,,,0.037881,0.388671,0.061776,0.024614,0.393517,0.116385,0.049592,0.242320,0.087370,0.073897,0.390996,0.065789,0.004797,0.382215,0.060881,0.032360,0.380266,0.028657
169,2.816667,0.643537,0.722655,-0.021618,-0.251320,0.049015,0.242550,0.086540,0.000302,0.038561,0.388135,0.059457,0.955024,0.025142,0.393735,0.113919,0.963623,0.049018,0.242552,0.086542,0.844105,0.074523,0.390921,0.063527,0.917217,0.005254,0.381343,0.058642,0.853497,0.033127,0.379458,0.026499,0.959456,,,,,,,0.038463,0.388285,0.059464,0.025046,0.393835,0.113963,0.049277,0.241995,0.086647,0.074472,0.390595,0.063558,0.005362,0.381909,0.058541,0.033006,0.379523,0.026414
170,2.833333,0.645492,0.721981,-0.023348,-0.248069,0.049204,0.242431,0.085756,0.000287,0.039202,0.387831,0.057530,0.952735,0.025678,0.393886,0.111917,0.967420,0.049207,0.242434,0.085757,0.852373,0.075162,0.390552,0.061659,0.905201,0.005878,0.381122,0.056693,0.851090,0.033818,0.378915,0.024628,0.957904,,,,,,,0.039104,0.387993,0.057519,0.025580,0.393958,0.111964,0.049472,0.241919,0.085875,0.075098,0.390180,0.061696,0.005995,0.381696,0.056589,0.033696,0.378993,0.024541
171,2.850000,0.646188,0.721794,-0.023038,-0.246826,0.049533,0.242244,0.084618,0.000265,0.039787,0.387614,0.056151,0.959692,0.026155,0.393770,0.110500,0.967168,0.049535,0.242246,0.084619,0.863498,0.075742,0.390293,0.060352,0.893593,0.006456,0.380948,0.055253,0.843993,0.034460,0.378656,0.023251,0.958883,,,,,,,0.039688,0.387741,0.056138,0.026057,0.393838,0.110556,0.049815,0.241790,0.084729,0.075677,0.389875,0.060398,0.006557,0.381553,0.055139,0.034341,0.378730,0.023165
172,2.866667,0.647071,0.721534,-0.022586,-0.245312,0.049723,0.242025,0.083662,0.000279,0.040310,0.387363,0.054915,0.954555,0.026543,0.393638,0.109216,0.966287,0.049726,0.242028,0.083664,0.854870,0.076258,0.389986,0.059208,0.903825,0.006970,0.380754,0.053939,0.849620,0.035056,0.378356,0.022016,0.961379,,,,,,,0.040210,0.387514,0.054903,0.026441,0.393720,0.109247,0.049993,0.241524,0.083773,0.076203,0.389607,0.059249,0.007082,0.381336,0.053839,0.034934,0.378421,0.021948
173,2.883333,0.648404,0.721327,-0.022869,-0.242354,0.049708,0.241885,0.082902,0.000335,0.040686,0.387098,0.053407,0.954555,0.026722,0.393665,0.107624,0.966287,0.049711,0.241888,0.082903,0.854870,0.076623,0.389673,0.057827,0.903825,0.007337,0.380548,0.052335,0.849620,0.035542,0.377939,0.020533,0.961379,,,,,,,0.040585,0.387270,0.053386,0.026637,0.393786,0.107661,0.049962,0.241238,0.083031,0.076553,0.389390,0.057867,0.007458,0.381113,0.052226,0.035427,0.378012,0.020459
174,2.900000,0.649315,0.721520,-0.024584,-0.239152,0.050092,0.241845,0.082332,0.000297,0.041159,0.386846,0.051790,0.949718,0.027059,0.393797,0.105924,0.961719,0.050095,0.241847,0.082333,0.823049,0.077085,0.389449,0.056282,0.926512,0.007813,0.380291,0.050680,0.852866,0.036097,0.377456,0.018969,0.961224,,,,,,,0.041060,0.387007,0.051776,0.026977,0.393891,0.105979,0.050350,0.241299,0.082457,0.077013,0.389115,0.056328,0.007922,0.380853,0.050559,0.035987,0.377520,0.018878
175,2.916667,0.650132,0.721606,-0.026047,-0.236505,0.050478,0.241795,0.081679,0.000266,0.041641,0.386615,0.050259,0.952493,0.027434,0.393890,0.104322,0.965746,0.050481,0.241798,0.081680,0.845841,0.077558,0.389237,0.054808,0.913722,0.008295,0.380061,0.049121,0.853590,0.036642,0.377032,0.017484,0.960818,,,,,,,0.041549,0.386762,0.050237,0.027343,0.393942,0.104374,0.050747,0.241333,0.081808,0.077490,0.388846,0.054863,0.008405,0.380654,0.048992,0.036517,0.377095,0.017401
176,2.933333,0.650939,0.721001,-0.025381,-0.236202,0.050612,0.241524,0.080447,0.000293,0.042134,0.386368,0.049040,0.956192,0.027887,0.393667,0.103089,0.970749,0.050615,0.241526,0.080448,0.862341,0.078052,0.388908,0.053627,0.899960,0.008775,0.379889,0.047866,0.845787,0.037149,0.376801,0.016258,0.959168,,,,,,,0.042023,0.386512,0.049021,0.027795,0.393765,0.103141,0.050874,0.240995,0.080570,0.077996,0.388559,0.053672,0.008887,0.380467,0.047742,0.037037,0.376862,0.016182
177,2.950000,0.651396,0.720585,-0.024567,-0.236300,0.050924,0.241205,0.079142,0.000280,0.042700,0.386095,0.047883,0.952783,0.028424,0.393359,0.101929,0.969314,0.050927,0.241207,0.079143,0.855714,0.078619,0.388573,0.052499,0.907393,0.009332,0.379671,0.046677,0.849462,0.037724,0.376571,0.015087,0.961439,,,,,,,0.042595,0.386251,0.047869,0.028337,0.393431,0.101979,0.051183,0.240705,0.079269,0.078552,0.388212,0.052543,0.009458,0.380242,0.046536,0.037600,0.376635,0.015022
178,2.966667,0.651714,0.720938,-0.025988,-0.234185,0.051499,0.241022,0.078292,0.000252,0.043207,0.385750,0.046308,0.962922,0.028850,0.393270,0.100297,0.972047,0.051502,0.241025,0.078293,0.877116,0.079117,0.388279,0.050961,0.886201,0.009845,0.379294,0.045087,0.839408,0.038283,0.376060,0.013552,0.954557,,,,,,,0.043101,0.385853,0.046293,0.028750,0.393286,0.100343,0.051780,0.240642,0.078428,0.079065,0.387830,0.051014,0.009957,0.379911,0.044946,0.038150,0.376157,0.013473
179,2.983333,0.653289,0.720244,-0.027611,-0.231732,0.051658,0.240817,0.077331,0.000257,0.043734,0.385358,0.044425,0.959008,0.029332,0.393252,0.098349,0.972520,0.051661,0.240819,0.077333,0.867042,0.079645,0.387835,0.049104,0.886269,0.010359,0.378971,0.043205,0.843746,0.038827,0.375473,0.011725,0.956487,,,,,,,0.043634,0.385488,0.044416,0.029240,0.393307,0.098374,0.051940,0.240386,0.077465,0.079575,0.387390,0.049169,0.010465,0.379572,0.043071,0.038703,0.375566,0.011645
180,3.000000,0.655186,0.719052,-0.029232,-0.229873,0.051728,0.240519,0.076214,0.000279,0.044304,0.384896,0.042481,0.957684,0.029923,0.393147,0.096358,0.965116,0.051730,0.240521,0.076215,0.854595,0.080222,0.387276,0.047151,0.906441,0.010907,0.378617,0.041294,0.849248,0.039366,0.374842,0.009838,0.962381,,,,,,,0.044205,0.385033,0.042466,0.029841,0.393250,0.096404,0.051989,0.240015,0.076339,0.080154,0.386913,0.047214,0.011019,0.379190,0.041144,0.039244,0.374898,0.009770
181,3.016667,0.656774,0.717729,-0.030150,-0.229356,0.051877,0.240097,0.074847,0.000308,0.044935,0.384405,0.040717,0.957684,0.030637,0.392857,0.094584,0.965116,0.051880,0.240099,0.074849,0.854595,0.080866,0.386669,0.045345,0.906441,0.011515,0.378241,0.039580,0.849248,0.039930,0.374276,0.008107,0.962381,,,,,,,0.044829,0.384549,0.040696,0.030549,0.392952,0.094635,0.052124,0.239539,0.074991,0.080793,0.386356,0.045395,0.011649,0.378810,0.039456,0.039820,0.374342,0.008008
182,3.033333,0.657596,0.716741,-0.029927,-0.230119,0.052207,0.239547,0.073236,0.000303,0.045603,0.383903,0.039241,0.954850,0.031391,0.392345,0.093133,0.965302,0.052210,0.239549,0.073237,0.843212,0.081545,0.386069,0.043828,0.918669,0.012165,0.377828,0.038139,0.850723,0.040531,0.373817,0.006628,0.959521,,,,,,,0.045510,0.384060,0.039227,0.031299,0.392485,0.093167,0.052463,0.238967,0.073362,0.081474,0.385733,0.043876,0.012279,0.378394,0.038006,0.040420,0.373872,0.006570
183,3.050000,0.657593,0.716686,-0.030742,-0.230188,0.052900,0.239041,0.071919,0.000261,0.046211,0.383358,0.037777,0.954133,0.032062,0.391855,0.091676,0.957332,0.052903,0.239043,0.071920,0.838261,0.082158,0.385540,0.042318,0.913262,0.012774,0.377272,0.036721,0.851918,0.041104,0.373235,0.005181,0.965746,,,,,,,0.046099,0.383496,0.037764,0.031953,0.391902,0.091703,0.053184,0.238631,0.072048,0.082097,0.385078,0.042380,0.012893,0.377891,0.036600,0.040985,0.373306,0.005099
184,3.066667,0.657927,0.716340,-0.030775,-0.230308,0.053251,0.238449,0.070360,0.000261,0.046684,0.382771,0.036211,0.960245,0.032562,0.391284,0.090115,0.973293,0.053254,0.238452,0.070362,0.864586,0.082635,0.384920,0.040740,0.895654,0.013241,0.376716,0.035168,0.843212,0.041556,0.372650,0.003618,0.956856,,,,,,,0.046580,0.382890,0.036207,0.032484,0.391348,0.090150,0.053520,0.237999,0.070494,0.082552,0.384518,0.040817,0.013363,0.377314,0.035027,0.041434,0.372722,0.003519
185,3.083333,0.658871,0.715354,-0.031087,-0.230634,0.053524,0.237771,0.068844,0.000280,0.047278,0.382091,0.034628,0.957518,0.033246,0.390667,0.088546,0.966194,0.053527,0.237773,0.068845,0.857058,0.083240,0.384151,0.039110,0.903125,0.013818,0.376120,0.033631,0.845788,0.042082,0.371967,0.002047,0.958996,,,,,,,0.047161,0.382214,0.034618,0.033163,0.390762,0.088596,0.053787,0.237281,0.068973,0.083176,0.383775,0.039179,0.013945,0.376704,0.033480,0.041959,0.372034,0.001962
186,3.100000,0.659180,0.715135,-0.032170,-0.230281,0.054097,0.237159,0.067422,0.000258,0.047847,0.381406,0.032900,0.959846,0.033870,0.390102,0.086812,0.970975,0.054100,0.237161,0.067423,0.871055,0.083813,0.383468,0.037341,0.887816,0.014385,0.375439,0.031949,0.840341,0.042616,0.371212,0.000345,0.959204,,,,,,,0.047734,0.381519,0.032885,0.033791,0.390165,0.086869,0.054374,0.236743,0.067549,0.083734,0.383034,0.037420,0.014498,0.376048,0.031793,0.042499,0.371279,0.000253
187,3.116667,0.660355,0.714112,-0.033311,-0.229924,0.054415,0.236467,0.065957,0.000265,0.048475,0.380634,0.031053,0.958834,0.034595,0.389511,0.084961,0.967673,0.054418,0.236469,0.065958,0.861942,0.084452,0.382620,0.035439,0.891365,0.014997,0.374748,0.030164,0.844824,0.043173,0.370365,-0.001467,0.956925,,,,,,,0.048389,0.380775,0.031049,0.034507,0.389598,0.085000,0.054689,0.236005,0.066085,0.084378,0.382199,0.035518,0.015103,0.375342,0.030016,0.043044,0.370429,-0.001561
188,3.133333,0.661655,0.712944,-0.034551,-0.229629,0.054775,0.235745,0.064540,0.000264,0.049181,0.379829,0.029237,0.958834,0.035417,0.388897,0.083143,0.967673,0.054778,0.235747,0.064542,0.861942,0.085172,0.381726,0.033557,0.891365,0.015686,0.374035,0.028421,0.844824,0.043797,0.369483,-0.003245,0.956925,,,,,,,0.049088,0.379964,0.029219,0.035319,0.388960,0.083192,0.055046,0.235305,0.064673,0.085106,0.381306,0.033629,0.015805,0.374636,0.028275,0.043667,0.369546,-0.003334
189,3.150000,0.662904,0.711727,-0.035280,-0.229692,0.055071,0.234957,0.063061,0.000276,0.049864,0.379000,0.027534,0.958774,0.036209,0.388198,0.081446,0.968465,0.055074,0.234959,0.063063,0.866650,0.085866,0.380794,0.031796,0.892382,0.016349,0.373307,0.026778,0.842553,0.044398,0.368619,-0.004923,0.957515,,,,,,,0.049766,0.379137,0.027512,0.036106,0.388273,0.081517,0.055336,0.234493,0.063197,0.085794,0.380391,0.031859,0.016481,0.373903,0.026639,0.044277,0.368679,-0.005032
190,3.166667,0.664054,0.710526,-0.034760,-0.230168,0.055202,0.234028,0.061443,0.000317,0.050483,0.378116,0.026027,0.957644,0.036885,0.387320,0.079952,0.963399,0.055205,0.234030,0.061444,0.862236,0.086493,0.379780,0.030274,0.896518,0.016948,0.372541,0.025282,0.843524,0.044966,0.367778,-0.006435,0.956585,,,,,,,0.050384,0.378279,0.026000,0.036795,0.387450,0.079997,0.055448,0.233430,0.061580,0.086414,0.379462,0.030327,0.017087,0.373116,0.025143,0.044852,0.367825,-0.006501
191,3.183333,0.664240,0.710211,-0.035549,-0.230482,0.055818,0.233104,0.060139,0.000263,0.051090,0.377164,0.024614,0.951764,0.037584,0.386417,0.078554,0.958722,0.055821,0.233106,0.060141,0.834722,0.087108,0.378820,0.028801,0.916999,0.017553,0.371600,0.023928,0.847905,0.045517,0.366802,-0.007830,0.965072,,,,,,,0.051002,0.377314,0.024604,0.037496,0.386497,0.078590,0.056087,0.232632,0.060271,0.087017,0.378402,0.028868,0.017667,0.372198,0.023780,0.045404,0.366865,-0.007905
192,3.200000,0.664696,0.709710,-0.036913,-0.230497,0.056297,0.232191,0.058870,0.000245,0.051595,0.376178,0.023042,0.962190,0.038205,0.385557,0.076989,0.972520,0.056300,0.232194,0.058871,0.885487,0.087623,0.377818,0.027153,0.879520,0.018053,0.370636,0.022437,0.837988,0.045949,0.365749,-0.009368,0.958449,,,,,,,0.051498,0.376292,0.023024,0.038118,0.385580,0.077052,0.056573,0.231848,0.058995,0.087536,0.377351,0.027238,0.018175,0.371251,0.022277,0.045825,0.365808,-0.009462
